,"(33.80701797931284,1.5027395700264345)","(33.68338037099937,3.017795152909561)","(33.47363511445185,4.550783106770272)","(33.18034952248496,6.110234157730494)","(32.84393664086084,7.7244887650966145)","(32.576351064462074,9.377969945599116)","(32.392862748733265,11.057299618532282)","(32.29132932162108,12.768380797661653)","(32.26600689868843,14.522969093403383)","(32.30749349992208,16.3344297436229)","(32.40496728055018,18.213550318103657)","(32.54810219498125,20.152258525360804)","(32.72567328312945,22.09413500071316)","(32.921774923331924,24.03252325927141)","(33.10000670808844,25.938848344009322)","(33.24609238503903,27.78679009510203)","(33.35937633125958,29.57639323376368)","(33.44291981917249,31.315191611362927)","(33.50047126796823,33.01144790726636)","(33.5356337566957,34.67254166716465)","(33.55184533340014,36.30473302186695)","(33.55200192839219,37.91323124052275)","(33.5388362830358,39.50235098912841)","(33.5149266795541,41.07565324539051)","(33.482335534818475,42.63609197963405)","(33.443046444963926,44.18612114730115)","(33.39876536540801,45.72777615314743)","(33.35103199615076,47.2627643901413)","(33.301234019332696,48.792550987039355)","(33.25063165108608,50.318386833806976)","(33.20036508579408,51.8413554766062)","(33.151486982306444,53.36243905292847)","(33.104940873743764,54.8825139389503)","(33.06153408820712,56.40236203557889)","(33.0219416720489,57.92269357778296)","(32.986699546351154,59.444164745611076)","(32.95606847896331,60.96729862529429)","(32.92999871349284,62.4924976364685)","(32.90819600404457,64.02004921010884)","(32.89001346585364,65.55010172112364)","(32.87461434034433,67.08265793698342)","(32.85968890186637,68.61692768075278)","(32.8381320114748,70.14918544431764)","(32.80860942938834,71.67892056643754)","(32.771517562230684,73.20665725113773)","(32.72731103766688,74.73294217142687)","(32.676008645890604,76.25808193432219)","(32.61707625789313,77.78220050727728)","(32.54982502200536,79.30563677455233)","(32.47356642392414,80.82886793640705)","(32.387629316722986,82.35223770414086)","(32.29880388380473,83.87202684502094)","(32.27203439482095,85.35582756051157)","(32.31964704422613,86.7926554185852)","(32.4385406255898,88.17793073139379)","(32.625155390820886,89.50706328858912)","(32.875514842829816,90.77557744875783)","(33.18530394317222,91.97923818075914)","(33.54989571657389,93.1140911760532)","(33.964436921678576,94.1765348061336)","(34.42395894575584,95.16338052126399)","(34.92341435132037,96.07184293270473)","(35.45774785471982,96.89954336164584)","(36.02193654527277,97.64449133397281)","(36.611019476433306,98.30505984812234)","(37.22012661756218,98.87996059390721)","(37.84452521129519,99.36822141089374)","(38.47972938172663,99.7691661896174)","(39.12163196330367,100.08238074461656)","(39.766614127478846,100.30765993720435)","(40.41157288550241,100.44494690879391)","(41.053842780964594,100.49428108665929)","(41.691010271412665,100.45576871569355)","(42.32077728380551,100.32957366609536)","(42.94064848338582,100.11594427628927)","(43.55304371465965,99.81584118265437)","(44.19126980114608,99.4331423162271)","(44.85306338808278,98.96608037104039)","(45.55181891070542,98.46812023369262)","(46.32517319553912,98.0161899360872)","(47.172363719160025,97.61213244021)","(48.09240498532748,97.25743275075146)","(49.08427316332245,96.95357007817495)","(50.14701596702214,96.70186473902852)","(51.27975349744047,96.50349253661217)","(52.4790992904984,96.3574259805819)","(53.73382726048497,96.25607815436952)","(55.03330905180377,96.19183175645674)","(56.36906094734456,96.15841828511523)","(57.73428294099964,96.15062394255025)","(59.123493434136336,96.16413186930863)","(60.53224867565916,96.1953701316351)","(61.956934722251546,96.24137054430363)","(63.39460990250543,96.29965900700013)","(64.84287779239499,96.36817515554186)","(66.299783442322,96.4451986269569)","(67.76370455119451,96.52927298484705)","(69.23334192616994,96.61919569390204)","(70.70766631888128,96.71398181267392)","(72.18579718808601,96.81277180856287)","(73.6670290824824,96.91484876198595)","(75.1508017614526,97.01961685118366)","(76.63664451392685,97.12655494566772)","(78.12416570917433,97.23520928096649)","(79.6130574149319,97.34519181753457)","(81.10307317521354,97.45616482215466)","(82.59399299086427,97.5678098317435)","(84.08564681256799,97.67984791799483)","(85.57790382613479,97.7920285002812)","(87.07064295047822,97.90410111365838)","(88.56376772734855,98.01582563517955)","(90.05720528223664,98.1269713800261)","(91.55089204536966,98.2373015719392)","(93.04476905044369,98.34656623117993)","(94.53879298619756,98.45451022631813)","(96.03293105194994,98.56088968045813)","(97.52714865236653,98.66543522002888)","(99.02141407436167,98.76788810107122)","(100.51569803925653,98.86796985947998)","(102.00997243782874,98.96540733105647)","(103.5042090793219,99.05993004984246)","(104.99837842099787,99.15128179807323)","(106.49244812793476,99.2392394453538)","(107.98638144187152,99.32365560653666)","(109.4801351135705,99.40443076435625)","(110.97365691862201,99.48150271295657)","(112.46688202261511,99.5549802157382)","(113.95972815924934,99.62507988511751)","(115.45208860074624,99.6922356244483)","(116.94382166063502,99.75710355296643)","(118.43473392989733,99.82050698715832)","(119.92455327173585,99.88373628152367)","(121.41288107765989,99.94857118796224)","(122.89909729927479,100.01739524708637)","(124.38174874828185,100.09333337315235)","(125.85748809252281,100.18039805597782)","(127.3185788955878,100.28283630671537)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(25.66322333481063,1.501202781095933)","(25.865551569939726,3.010113536041809)","(26.093425462010977,4.551021458785454)","(26.2403200683013,6.116878448073935)","(26.301716046912528,7.702925184655308)","(26.28247520744558,9.308548354981811)","(26.214361591105522,10.924716049889545)","(26.105216632797422,12.556223930311724)","(25.955162419171703,14.203827366003551)","(25.759496322792963,15.866160961930087)","(25.49193467394163,17.548960022569332)","(25.201062378946503,19.238748957449012)","(24.950903988887898,20.915534117322785)","(24.7652512687794,22.569342686367154)","(24.636569518019733,24.201340930928396)","(24.556327637451695,25.813513954428075)","(24.516545090512732,27.4080423609404)","(24.510174109070604,28.987138353749163)","(24.53128474044022,30.552893422759485)","(24.57524273633868,32.10690567149196)","(24.637573613944035,33.65123671032546)","(24.71478229939258,35.1874779399347)","(24.804176887822138,36.71669410281979)","(24.903410825612518,38.239871710204326)","(25.010259954805456,39.75809338959523)","(25.12290055612048,41.2720516918963)","(25.23977676050457,42.78224010407599)","(25.359509473568895,44.289031208422074)","(25.480765297505606,45.79263909250766)","(25.60221478292813,47.29313192229636)","(25.72256960972063,48.79045351922646)","(25.84056022972005,50.28441942072628)","(25.954895211317965,51.77471183559044)","(26.06436074997837,53.260924508796165)","(26.167839978908297,54.74257095356811)","(26.26451812944945,56.21917520225419)","(26.353865860726913,57.69027229416632)","(26.435766336334737,59.155473927733205)","(26.510617458621006,60.61453350670236)","(26.57934324579571,62.0673766026755)","(26.643546297666152,63.51420930702419)","(26.704857334408572,64.95518589193152)","(26.765864956923107,66.39096087820508)","(26.82800783612751,67.82146196602868)","(26.893083184644876,69.24679004894509)","(26.962196073847835,70.66649886893427)","(27.036372296138474,72.079982241149)","(27.1151232004731,73.48563128102366)","(27.196110303042683,74.8806458833056)","(27.280691415993957,76.2637686635108)","(27.369245270110092,77.63309120974208)","(27.460844399909647,78.98528926292474)","(27.560668436277883,80.32036232223331)","(27.675174412545296,81.63960239384454)","(27.812077751346834,82.94544742692402)","(27.979115050202374,84.23935697984831)","(28.185225363554792,85.52087098205524)","(28.441900389960402,86.7835103291857)","(28.760581549977573,87.99634947807277)","(29.140463299164367,89.14598303241922)","(29.578508535971867,90.22960477581998)","(30.071339635595393,91.24439293175534)","(30.61499936375033,92.18738344951893)","(31.20481704728975,93.05550009572478)","(31.8351194594942,93.84554142158807)","(32.499167878357866,94.55438740980352)","(33.18871813695642,95.17911015418683)","(33.894515541726996,95.71744695510591)","(34.60680942333835,96.16812531187007)","(35.31611837667835,96.5309452952957)","(36.013499623297164,96.80665621989917)","(36.691120286291074,96.99667362788159)","(37.34228177602544,97.1028088012735)","(37.96141333520647,97.12701532652437)","(38.544038705547436,97.07117314201992)","(39.08687121915661,96.93685460724575)","(39.58820973620525,96.72494065914377)","(40.05321247141721,96.43319565416363)","(40.501329746974726,96.05577014633198)","(40.971038379285346,95.59582070803674)","(41.50473295849839,95.07800765564537)","(42.11760482052675,94.52231600851975)","(42.81246000099182,93.93525963059288)","(43.58235830954512,93.34242727210378)","(44.42386074137475,92.80008868757523)","(45.336567893540085,92.30945846026552)","(46.319942991072665,91.87126754315094)","(47.37344153439105,91.48624207943442)","(48.496597967656015,91.15499093931984)","(49.68771812223309,90.87698139327682)","(50.937632043517056,90.64582653600803)","(52.23577368934692,90.4543299672887)","(53.57319470531052,90.2966405511497)","(54.94233974637439,90.16789765520834)","(56.33694560616448,90.06392595975174)","(57.751946385069964,89.98109567483374)","(59.18354552178484,89.91643745992484)","(60.628523878217486,89.86720160796354)","(62.08405544465936,89.83080678607222)","(63.54825458344496,89.80534793839917)","(65.01949549133327,89.78911291795538)","(66.49633071998744,89.78054637506582)","(67.97770345657335,89.77843740123228)","(69.46282738502082,89.78182221134672)","(70.95096103253285,89.78980138964295)","(72.44145770985078,89.8015822572577)","(73.9339527468156,89.81663886421201)","(75.42806546450949,89.83445431458631)","(76.9234147635865,89.8545317654357)","(78.4198072971974,89.87655868439516)","(79.91706099862566,89.90025004229138)","(81.41497191778753,89.92531281994556)","(82.9133991251387,89.95152587033195)","(84.41227681340874,89.97874905578983)","(85.91149893308344,90.00681383210441)","(87.41094442461184,90.03554276880023)","(88.9105594361832,90.06483259423321)","(90.41030628526923,90.09460046340804)","(91.9101537498918,90.12477692086412)","(93.41007615566443,90.15530213580901)","(94.9100525167438,90.18612494751748)","(96.41006596284127,90.21720224790849)","(97.91010249206633,90.24849627456724)","(99.41015096698271,90.27997506814745)","(100.91020238746515,90.31161128338564)","(102.41024892882776,90.34338037922487)","(103.91028506892731,90.37526245954248)","(105.41030619377594,90.40723938833551)","(106.91030896186047,90.43929572881754)","(108.41029042783036,90.47141780941756)","(109.91024979859303,90.50359471649148)","(111.4101852942378,90.5358157204587)","(112.91009614256257,90.56807204807187)","(114.40998361131102,90.60035737747822)","(115.90986086730707,90.63267947127892)","(117.40971863738791,90.66502143429368)","(118.90957443256232,90.69739645672192)","(120.40942786580494,90.72979769567276)","(121.90927621741756,90.76221510664658)","(123.4091174681008,90.79463855936643)","(124.90895054295699,90.82705770353913)","(126.40877336330328,90.85946288503303)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(23.76155184856904,1.5005025516432906)","(23.647044928052715,3.002512124115139)","(23.444557132642085,4.5055443650811196)","(23.15408183004311,6.008344330239081)","(22.775641056310253,7.509060689271035)","(22.30929361949223,9.00594654325839)","(21.75517441486711,10.4966598920587)","(21.113552901223983,11.978209898356514)","(20.391178270450364,13.444660626927533)","(19.668208560798377,14.898210501466458)","(19.017847154584764,16.34792894254281)","(18.45523954766419,17.797498171843444)","(17.98062359902171,19.24820378014852)","(17.592850173053975,20.700702605405617)","(17.28562353806148,22.155425836928913)","(17.050768726408947,23.61254312009799)","(16.88013022017673,25.072029350753773)","(16.76600270643621,26.533752452763686)","(16.70112320586505,27.997488176054933)","(16.678819420213124,29.462983267392406)","(16.693056767029898,30.929981754529944)","(16.738348379070484,32.398207190501736)","(16.80983623636081,33.86737461383967)","(16.90338164654903,35.33715047629032)","(17.015638040111007,36.807161312769445)","(17.143898689565077,38.277099011125685)","(17.285789409764213,39.746987376113275)","(17.438721254383122,41.21708577435771)","(17.599878521726037,42.68743436942718)","(17.766908723593758,44.157801909030525)","(17.938141295192114,45.62788712951366)","(18.112503967830392,47.09749841885386)","(18.28912597744383,48.56646196497334)","(18.467237803151647,50.034593455463025)","(18.646161492916345,51.50170062682022)","(18.825245017908532,52.967560487728285)","(19.003846373076215,54.431915735082924)","(19.181285157922453,55.894454997338116)","(19.356821283730557,57.35480352677413)","(19.52967308193301,58.81252972341625)","(19.69895427534685,60.26711341617534)","(19.863735203274015,61.71796963513935)","(20.02315016854752,63.16449486910962)","(20.176411156315517,64.60612916233154)","(20.322891719096468,66.04232077863264)","(20.4622769942404,67.472569666911)","(20.59451902028176,68.89645121242773)","(20.72004782600091,70.31371406412676)","(20.839776375935024,71.72428488370603)","(20.95492599042975,73.12817750328)","(21.066909400793392,74.52544139563307)","(21.177037969765195,75.9159993122728)","(21.287039078694143,77.29987932788381)","(21.39879364435626,78.6770641618728)","(21.514682532547972,80.04758736705699)","(21.63762482528199,81.41147431843754)","(21.772898390594246,82.76941580829342)","(21.926419562175894,84.12181581621617)","(22.105578444946197,85.46891280482643)","(22.318775432582356,86.81025496746076)","(22.575777050911555,88.14404599144878)","(22.88825048118784,89.4656671665952)","(23.2716533848871,90.76478972633089)","(23.722485847532745,92.01327659058693)","(24.225822582587586,93.19114830301388)","(24.779837228238314,94.2970837966495)","(25.38255234343838,95.32973063214618)","(26.031785923366048,96.28768607415546)","(26.72512042214536,97.16949905685054)","(27.459850693644626,97.97366826275486)","(28.232858188299126,98.69861247112843)","(29.040541938379484,99.34269585991069)","(29.878576110328797,99.90420418001817)","(30.741896318895662,100.3814540988522)","(31.62529144777117,100.77305095797486)","(32.52387665353018,101.07798960421816)","(33.43355681112077,101.2956433014063)","(34.35111701953099,101.42565838411602)","(35.27409930279846,101.46784493265562)","(36.200500111306475,101.42210141996637)","(37.12858884627936,101.2883767606837)","(38.056493271538955,101.06665704754114)","(38.98147841258778,100.75699636923704)","(39.89944163211044,100.3596401850607)","(40.80441774081923,99.87529730934902)","(41.68743659124452,99.30585141550688)","(42.53849698118462,98.65453093312848)","(43.34671315544235,97.92654743385731)","(44.09924004285121,97.13083458826901)","(44.83134892458631,96.32629964361345)","(45.61441268072222,95.59190929700222)","(46.44765282157736,94.92981128039916)","(47.33183211886878,94.33946462826825)","(48.26947462357108,93.81899760981936)","(49.26391436231988,93.36572073338964)","(50.31874937085155,92.97641392823942)","(51.43782082269931,92.64718922134905)","(52.62673410852162,92.37069382765974)","(53.87809142222028,92.13316437616098)","(55.17397183494612,91.91910676099539)","(56.50287355514713,91.72000722971985)","(57.8575138166577,91.53118545484844)","(59.23273549999665,91.34977525285007)","(60.624716556471945,91.17389971531038)","(62.03047391708065,91.00224027903074)","(63.447658372193146,90.83383706403166)","(64.87438452096765,90.66796505888044)","(66.30910521363832,90.50406673904702)","(67.75054867881775,90.34170691710317)","(69.19769126436759,90.18054124562673)","(70.64968638144174,90.02029912564015)","(72.10581249694597,89.86076608374192)","(73.5654908633355,89.70177258560997)","(75.02824053826072,89.5431880418959)","(76.4936592022977,89.38491377367356)","(77.96141656076333,89.2268789209193)","(79.43123170074341,89.06903710122552)","(80.90286802930933,88.91136396020917)","(82.37612850398656,88.7538554772934)","(83.85084177232146,88.5965255203443)","(85.32686735827116,88.4394061911204)","(86.80408410971657,88.28254376729761)","(88.282387899191,88.12600078409227)","(89.76169559438041,87.96985645519875)","(91.24193200307154,87.81420326821306)","(92.72302809937804,87.65915011981706)","(94.20492877569602,87.50482180085044)","(95.68758421794813,87.35136513466875)","(97.17094484544289,87.19894880782849)","(98.65496665188425,87.04777034854116)","(100.13960725086754,86.89805060049085)","(101.62482403727583,86.75004861150953)","(103.11057363693496,86.6040563884184)","(104.59681343685614,86.4604163371992)","(106.08349859976926,86.319498826191)","(107.57057829012481,86.18171814013893)","(109.05800267081818,86.04751174404336)","(110.54571649347315,85.91735965508605)","(112.03365649293602,85.79175695306596)","(113.52174911777844,85.67116353947485)","(115.00990681068045,85.55594654276251)","(116.49802193127952,85.44635700335654)","(117.98596193690838,85.34254065362639)","(119.47367448464009,85.24440348354952)","(120.96090948999496,85.15133338882)","(122.44717282103252,85.06200055014489)","(123.93156526023105,84.97430438377192)","(125.41201343365233,84.88514521336698)","(126.88334912369251,84.7910807921371)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(28.240615106336797,1.5003229659088202)","(28.404839557159068,3.0018821284325288)","(28.65704899908135,4.504369553341598)","(28.997243984187225,6.006521592829107)","(29.425188294444805,7.504875846379349)","(29.858611904243944,8.97710937814227)","(30.236192166316535,10.43701229734989)","(30.532963145579263,11.874343602196388)","(30.750573028146935,13.27403269412482)","(30.89898649013112,14.619928565726639)","(30.9901885453845,15.899278165552284)","(31.034591878238075,17.104229479500667)","(31.039281923902248,18.230694395174655)","(31.008692448494624,19.276555650784545)","(30.944820705255328,20.240956538967495)","(30.857885786826746,21.1604930399001)","(30.777497393451547,22.12886401550733)","(30.71071202618873,23.172646905908294)","(30.655908136368893,24.289557517078965)","(30.608088084362702,25.472946754657304)","(30.567687849305752,26.710441647276618)","(30.533793296422168,27.992373995810283)","(30.503932682673266,29.312543476349603)","(30.476812842790295,30.664983690962032)","(30.453183192448382,32.0423119337632)","(30.432626642443807,33.439702174993485)","(30.4145495336302,34.853609192848445)","(30.398526781543023,36.28113075028198)","(30.384167131613253,37.71961542381594)","(30.371206476604048,39.1669654643126)","(30.35941460713394,40.62162633771319)","(30.34858602132457,42.0820623293813)","(30.338553875646618,43.54707146046974)","(30.3292104254647,45.01574309069322)","(30.32045185495534,46.48726546784871)","(30.31217548072709,47.96087483325614)","(30.304320097373637,49.43602877752575)","(30.2968484860327,50.91231532177915)","(30.289702641330976,52.389216261369015)","(30.28285711616985,53.8663686533021)","(30.276318858842316,55.34351439645843)","(30.270064335895405,56.820291028497756)","(30.264087434147953,58.296384795768816)","(30.258522550096355,59.77150063776445)","(30.25347771156145,61.245292336110886)","(30.248979532047365,62.71735668212395)","(30.245093667376835,64.18732899256472)","(30.241888609516007,65.65482793637932)","(30.239421709243558,67.11930586681247)","(30.237791214996204,68.58015653336095)","(30.237163100044874,70.03660536982676)","(30.237712103816726,71.4876357755814)","(30.239683173002312,72.93190222518224)","(30.243403930405215,74.36769905730038)","(30.24922308111301,75.7927726723876)","(30.257483590576225,77.20404539403431)","(30.268326725714157,78.59794949070309)","(30.281701143523513,79.96962774346001)","(30.297062729231328,81.31228612183376)","(30.313168915575645,82.6153575621712)","(30.32705519048289,83.86314176508405)","(30.3333536110637,85.03588777755414)","(30.375911014537955,86.13882839275539)","(30.475532294411927,87.17489422544344)","(30.625053596430305,88.1385663546283)","(30.817644510556306,89.02556675224984)","(31.047138265884957,89.83272602604188)","(31.30871434292658,90.55915254465233)","(31.589349771446926,91.23050322955939)","(31.891306482824064,91.83016632091493)","(32.21658598411445,92.34499229919956)","(32.56412288551158,92.77469296373064)","(32.933292474331466,93.11910767861265)","(33.32327044278094,93.37802985541126)","(33.732623605375345,93.55114445070578)","(34.15899892031209,93.63796099908653)","(34.59844942269234,93.63779938905337)","(35.04446609038751,93.54996705775532)","(35.48738726314221,93.37433601488863)","(35.915835075293025,93.11206820571492)","(36.32403930258284,92.76901143432157)","(36.72880954962863,92.37780362157619)","(37.156284654063725,91.9792138076604)","(37.628598457023784,91.60613990347017)","(38.16216319409374,91.28282896645598)","(38.76060955067262,91.01870495739341)","(39.4221369763802,90.81592361809881)","(40.14513205153022,90.67610281525809)","(40.92744291088269,90.60126744723298)","(41.76607690485494,90.59166773571101)","(42.656220030750085,90.56746351393757)","(43.55186281276681,90.46067915677044)","(44.418290237684595,90.27130108516216)","(45.2430250797163,90.00452467294969)","(46.019545751104374,89.66417751933568)","(46.74345770971378,89.25331494156354)","(47.413454361610135,88.77549799014601)","(48.07628347108316,88.28477876645111)","(48.79149366767749,87.84833230510898)","(49.56713610719412,87.47585377298313)","(50.40285183766688,87.16768040448338)","(51.29832652331429,86.9241046085723)","(52.25345709393588,86.74522168949463)","(53.26836272237523,86.63092151765356)","(54.34314261391287,86.5811121845079)","(55.47767472709023,86.59576104851028)","(56.66765966835076,86.67059288491188)","(57.90359416561816,86.79555499407644)","(59.177101142079735,86.96165826868321)","(60.48128509696597,87.16140735956762)","(61.81044656575327,87.38861561503535)","(63.159892643195086,87.63824252295356)","(64.5257440771674,87.9062099944278)","(65.90487541723037,88.18924937600323)","(67.29488006825838,88.48476453266568)","(68.69379282405237,88.79066046566916)","(70.10011516275247,89.10524481226183)","(71.51269266943937,89.42713087902351)","(72.93065658628039,89.75516484383091)","(74.35334660115758,90.08836911712447)","(75.78025100725701,90.4259042914385)","(77.2109546627139,90.76704281282494)","(78.64510532170395,91.11115188179959)","(80.08236741670147,91.45768912064065)","(81.52243336544367,91.80618861942223)","(82.96500672210621,92.15625758894923)","(84.40979894879455,92.50757156763525)","(85.85653584248588,92.85986555342959)","(87.30495838681219,93.2129270073991)","(88.75482790490666,93.56658786411364)","(90.20592978121272,93.92071602795994)","(91.65807313690786,94.27520852418996)","(93.11109069641589,94.62998571860854)","(94.56483819543423,94.98498629817975)","(96.01919851843981,95.34011906046915)","(97.47407019713962,95.69527432400446)","(98.9293598079233,96.05038443235814)","(100.3849906154285,96.40535887871602)","(101.84089930030345,96.76006985731676)","(103.29703313742459,97.11432887625854)","(104.7533477575638,97.4678530985021)","(106.20980442450929,97.82020652731009)","(107.66636737269044,98.17073085726648)","(109.12300099681443,98.5184141482749)","(110.57966528719982,98.86172347973387)","(112.03630885521136,99.19842604630995)","(113.49285878915296,99.52524366495567)","(114.94920324286522,99.83736125951893)","(116.40516142815758,100.12839606495305)","(117.86043356380672,100.3904190561329)","(119.31451526816646,100.61486822210242)","(120.76654363074204,100.79458135098508)","(122.21495286107846,100.92633136246187)","(123.65675345751765,101.013709061872)","(125.08549765913303,101.06780571272509)","(126.48607753208387,101.10407695002874)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
