"(128.4055146286359,100.49848135325142)","(128.4056976449578,100.49846515667063)","(128.40588066221227,100.49844895986963)","(128.40606368038462,100.4984327632056)","(128.40624669948485,100.49841656636644)","(128.40643060170052,100.49839969337836)","(128.45281471425733,100.49834956709626)","(128.58719880590718,100.49823881075662)","(128.8095828822168,100.49807640396949)","(129.1199669510389,100.4978786581372)","(129.51835101814942,100.49766601847074)","(130.00473508439651,100.49746102158062)","(130.57911914803583,100.49727656284084)","(131.24150320519294,100.49712448772219)","(131.99188724588586,100.49702571929845)","(132.830271257905,100.49699758307311)","(133.75665522654893,100.49705643931907)","(134.771039123999,100.49722660802159)","(135.87187875611897,100.49750954909071)","(137.04754903925624,100.49787596909698)","(138.28425679979458,100.49830693255778)","(139.57069821096295,100.49879132058032)","(140.89763262931677,100.49932004509317)","(142.25749865752954,100.49987101090083)","(143.64413706563602,100.50043574870614)","(145.05253400049097,100.50101386412936)","(146.47860357472516,100.50160039872657)","(147.9190161108974,100.50218722262545)","(149.37106969527366,100.50277399171367)","(150.8325730749743,100.50336457751116)","(152.30173323500134,100.50395231937061)","(153.77709997694095,100.50453675617858)","(155.25749898372646,100.50512166738446)","(156.7419720758215,100.50570525375048)","(158.2297386465126,100.5062853252813)","(159.72017010195515,100.50686337323434)","(161.21275601577835,100.50744216873451)","(162.70707624468517,100.50801819523736)","(164.20279433080321,100.50859170370758)","(165.69964079043078,100.50916648850412)","(167.19739097435343,100.50973877181687)","(168.6958643542418,100.51030777430258)","(170.1949174200817,100.51087790969119)","(171.69443121460512,100.51144851492046)","(173.19430977745657,100.51201697476819)","(174.69447677814017,100.512584704843)","(176.1948725789297,100.51315395297651)","(177.69544490018137,100.51372089328959)","(179.19615141486744,100.5142858334147)","(180.69696610792363,100.5148524121411)","(182.19785714580354,100.51541728457153)","(183.69880608004837,100.51597987236376)","(185.19979631192913,100.51654310031383)","(186.70081676492634,100.51710616831171)","(188.2018516580228,100.51766685624008)","(189.7028975090854,100.51822677320965)","(191.203946177943,100.51878788097727)","(192.7049926162678,100.51934691143359)","(194.20603077579733,100.51990424915729)","(195.70706193352706,100.52046332596649)","(197.20808181802704,100.5210210965533)","(198.7090854976571,100.52157685643334)","(200.21007804692113,100.52213373435436)","(201.71105474244567,100.5226907883047)","(203.21201387084494,100.52324598964483)","(204.71295834692177,100.52380084673659)","(206.21388660479573,100.52435724757545)","(207.7147979722989,100.52491179326914)","(209.2156929989228,100.52546500228424)","(210.71657265993682,100.5260201856116)","(212.217437060545,100.52657421211633)","(213.71828501148755,100.52712649610726)","(215.21911825594515,100.52767939172199)","(216.71993989096453,100.5282310716366)","(218.220746833992,100.52877968147271)","(219.72153948467763,100.52932704021885)","(221.22232213029233,100.5298752104263)","(222.72309146137874,100.53042101647239)","(224.2238460411665,100.53096506681825)","(225.72459137415268,100.53151078205326)","(227.22532523096885,100.53205531217213)","(228.7260446622852,100.53259793968407)","(230.22675393833748,100.53314185291768)","(231.7274498939189,100.5336857523357)","(233.22813339470002,100.53422786800863)","(234.72880666868087,100.53476993203898)","(236.22946986916378,100.5353136731754)","(237.7301223501094,100.53585541533468)","(239.2307656251682,100.5363945132724)","(240.73140257130078,100.53693452349684)","(242.23203055218733,100.5374724290104)","(243.73264916657516,100.5380078497181)","(245.233261292388,100.53854402984123)","(246.73386058034953,100.5390796387656)","(248.2344532423696,100.53961324043904)","(249.73503881074504,100.54014658068911)","(251.23561233909373,100.54068143870482)","(252.73617785454917,100.5412145070733)","(254.23673746659296,100.54174655050231)","(255.73729014989826,100.54228065882391)","(257.23783291393534,100.54281198123967)","(258.73837325472596,100.54334033147506)","(260.2389107871751,100.54386916138021)","(261.73943230158994,100.54439694418667)","(263.2399511421228,100.54492242418375)","(264.74046890200475,100.54544776477961)","(266.24097603254313,100.54597439456697)","(267.7414757209083,100.54649897362893)","(269.24197338472686,100.54702242418584)","(270.74246735628645,100.54754819385651)","(272.24294811729413,100.548071995626)","(273.74342790751825,100.5485924640796)","(275.2439094288862,100.5491133862962)","(276.7443751192659,100.54963289437525)","(278.24483861006445,100.55014991667589)","(279.7453022917093,100.55066651309849)","(281.2457573338445,100.5511842744661)","(282.74620663359434,100.55169988905406)","(284.2466549483675,100.55221441194837)","(285.74710069055,100.55273132284955)","(287.2475356465373,100.5532462608609)","(288.74797283031796,100.55375783566552)","(290.2484123811629,100.55426996775778)","(291.7488372581744,100.55478059196803)","(293.2492623088399,100.55528856972097)","(294.7496903304259,100.5557964365184)","(296.2501096688434,100.5563056672591)","(297.75052133910526,100.55681252825914)","(299.2509344301377,100.55731827073643)","(300.75134657453975,100.55782639849991)","(302.25174533410103,100.5583312204055)","(303.752146644072,100.55883258895632)","(305.2525530072294,100.55933476942896)","(306.75294579710203,100.55983549902658)","(308.25333931077046,100.56033355080041)","(309.7537355779972,100.56083145397795)","(311.25412546105883,100.56133069472843)","(312.7545094313548,100.56182763391536)","(314.25489647466827,100.5623237359943)","(315.75528434806813,100.56282141215365)","(317.2556605104959,100.56331524393407)","(318.75604055926294,100.56380581367968)","(320.256426898878,100.56429759013577)","(321.7568005379204,100.5647881272924)","(323.25717393697835,100.56527598986166)","(324.75755132806034,100.565763907278)","(326.2579236740444,100.56625346780898)","(327.7582879413705,100.56674060708643)","(329.2586560684814,100.56722527339582)","(330.7590276867921,100.56771058996303)","(332.2593871232631,100.5681923440361)","(333.7597504726558,100.56867106798595)","(335.2601195208264,100.56915147782146)","(336.76047676777057,100.5696309840217)","(338.26083403643656,100.57010789644505)","(339.7611963639289,100.57058539283844)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(121.3788946370397,106.36525016590954)","(121.38112050568408,106.36630514091465)","(121.38324056061812,106.36740111309464)","(121.38556054248679,106.3684036614172)","(121.38777412417778,106.36944721000033)","(121.39015302201139,106.37049896549235)","(121.43259457941855,106.38976416567661)","(121.55566424193283,106.44426575138132)","(121.76069821193288,106.53073220300989)","(122.04950479742885,106.64403092287353)","(122.42377614360025,106.77811488524854)","(122.88482840537831,106.92656192055296)","(123.43344826778159,107.08339641216818)","(124.06998991399284,107.24334735627181)","(124.79450718006133,107.4020322241502)","(125.60688522791136,107.55594847682241)","(126.50691953655772,107.70217459532829)","(127.49436511016533,107.83828116577834)","(128.56841994381963,107.9623217502218)","(129.71998774075666,108.07382412538308)","(130.9351897595634,108.17366265177456)","(132.20251187139777,108.262834327291)","(133.5125308136239,108.3423342859173)","(134.85752930398502,108.41312531613582)","(136.23118909346007,108.47614101537557)","(137.62833664282152,108.53223093764717)","(139.04472800782148,108.58216153125582)","(140.47688558454564,108.62661409915148)","(141.92196273775002,108.66617730834594)","(143.37762272675232,108.70143147334517)","(144.84195035076806,108.73287060328943)","(146.3133781609048,108.76091963634263)","(147.79061409845673,108.78596219339407)","(149.2726055330834,108.80835141404994)","(150.75848850541752,108.8283703734942)","(152.24754694299418,108.84628955639221)","(153.73920499671286,108.86235187825397)","(155.23298663701954,108.87672453535508)","(156.7285047974894,108.88962292034242)","(158.22543454339905,108.9011845681887)","(159.72351418186034,108.91156213928116)","(161.2225338186259,108.9209023482524)","(162.72231390996438,108.9292601333559)","(164.22272191854998,108.93676961309481)","(165.7236358251744,108.9435097634586)","(167.22495297852606,108.94951985467053)","(168.72659931999112,108.95489655231276)","(170.22851670042851,108.95972186813992)","(171.7306451693101,108.96402229666636)","(173.23293854883315,108.96781897782307)","(174.7353678081544,108.97117637661904)","(176.23791116824304,108.97416167434038)","(177.74053863276725,108.97678144281292)","(179.24323099745806,108.9790609716146)","(180.74596753359555,108.98099582124186)","(182.24873967639047,108.98262809077465)","(183.7515452763849,108.98400323017357)","(185.25437699751635,108.98514928929328)","(186.75722072943057,108.9860467702836)","(188.26007523920788,108.98672365413175)","(189.7629307407649,108.98717186184412)","(191.26578341953206,108.9873942771546)","(192.76863394208328,108.98742314826278)","(194.27148585026055,108.98728535920078)","(195.77434179521686,108.98700323970898)","(197.2771963360272,108.98657050362979)","(198.7800423651484,108.98597055968197)","(200.28288298736305,108.9852242566852)","(201.78571922437342,108.98434721944247)","(203.28854460500682,108.98331617450407)","(204.79135637059346,108.98212687703435)","(206.2941585879666,108.98080045138141)","(207.7969535203928,108.97935627102306)","(209.29973573892045,108.97781651316343)","(210.8025084943074,108.97619206061546)","(212.30527526970988,108.97448803752798)","(213.80802583379773,108.97266934703467)","(215.3107604811667,108.97073603743775)","(216.813484847388,108.96870186790869)","(218.31620138300514,108.96657607036543)","(219.81891397678845,108.96437147915182)","(221.32162265330743,108.96208416357015)","(222.82431663719677,108.95967707371994)","(224.32699745517158,108.95716172477493)","(225.82967054502927,108.95455067401478)","(227.33233907932834,108.95185399894474)","(228.83500268440318,108.94908139091515)","(230.33766213737437,108.94624221196992)","(231.84031286874156,108.94335061119962)","(233.34295629057698,108.94041018699484)","(234.84559479880872,108.93742300465355)","(236.3482249249748,108.93437136898784)","(237.85083928100747,108.93122767268676)","(239.35344048336506,108.92800162469298)","(240.85603242060193,108.92470181331403)","(242.3586187853241,108.92133529266417)","(243.86120220044694,108.91790782227974)","(245.36378323722644,108.91442403257162)","(246.86636421801185,108.91088785284772)","(248.3689455199718,108.9073044177737)","(249.87151911003664,108.90368554213792)","(251.37408123026827,108.90003124161323)","(252.87662746871734,108.89630643475307)","(254.37915791063364,108.89250177733956)","(255.8816758244888,108.88862561849992)","(257.38418424700683,108.8846848193773)","(258.8866867255168,108.88068505898444)","(260.3891849328253,108.87663093281448)","(261.8916772629212,108.87252599702586)","(263.39416929120875,108.86837364032509)","(264.8966594573191,108.86418026944793)","(266.3991379945045,108.85995652537818)","(267.90161005861285,108.85570252679358)","(269.4040782851247,108.8514172491444)","(270.9065404888289,108.84710024662053)","(272.40899974369506,108.8427516323026)","(273.91146151153646,108.83837138725181)","(275.4139237174114,108.83395907703937)","(276.91638002983666,108.82950663426598)","(278.41882662338315,108.82498031313169)","(279.92126155750924,108.82038580147511)","(281.4236713515387,108.81573696729151)","(282.92606737109213,108.81104447590978)","(284.4284535989251,108.80630638971061)","(285.93082989205686,108.80152828135644)","(287.4331989180082,108.79671145423671)","(288.93556589836646,108.79185535638227)","(290.4379314524788,108.78696093788717)","(291.9402929631639,108.78202957063122)","(293.44265760494966,108.77706360961281)","(294.945015535393,108.77207347623309)","(296.4473553495865,108.76706222900597)","(297.9496897174466,108.7620283574505)","(299.45202262328115,108.75697022965456)","(300.95434932198975,108.75188604578925)","(302.4566714187255,108.74677465419047)","(303.9589963393001,108.74163546769819)","(305.4613223112712,108.73646754449526)","(306.96364169162655,108.73126979601938)","(308.46595913578375,108.72605212004181)","(309.96826926325247,108.72081902818911)","(311.47056319640313,108.7155667905669)","(312.9728546859024,108.71029355994713)","(314.475147846117,108.70499740361588)","(315.97743504427905,108.69967612428104)","(317.47971939940186,108.69432844789344)","(318.98200875088685,108.68895361614987)","(320.48430086628406,108.68355068140465)","(321.98657352017955,108.67811770063011)","(323.4888223620063,108.67262910522754)","(324.99105163558335,108.6670872546272)","(326.4932555140208,108.66149512867567)","(327.99544825012333,108.6558573183833)","(329.4976351882678,108.65017648645755)","(330.9998087964859,108.64445426844858)","(332.5019732839019,108.63869235349208)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(120.12381613997356,94.26485493091205)","(120.12388438411148,94.2643890698629)","(120.12395265356074,94.2639232131579)","(120.12402094795343,94.26345736083378)","(120.12408926813612,94.2629915128347)","(120.1241576142371,94.26252566914133)","(120.16958864841511,94.25362982885046)","(120.30118058334091,94.22684609056174)","(120.5188275003293,94.18166293747205)","(120.82254500393972,94.1181534839981)","(121.21227939775196,94.03607798713126)","(121.68803242025815,93.93544940017148)","(122.2499550070994,93.81697334541838)","(122.89839060964736,93.68242748533893)","(123.63381652228105,93.53468327352323)","(124.45673222591404,93.37765551581668)","(125.36750415054469,93.21607416511475)","(126.36625007309335,93.05495700825395)","(127.45057114392796,92.89935543052779)","(128.60839242089546,92.75295662173329)","(129.82690100665667,92.61761337439745)","(131.0954480754771,92.49404869217412)","(132.405223923165,92.38225333018357)","(133.74906661613548,92.28187050240913)","(135.12098456920847,92.19216569761954)","(136.51598531854756,92.11221091085591)","(137.92999230005444,92.04109020316727)","(139.35967738712893,91.97792169241977)","(140.8022513468076,91.92183673283861)","(142.25539485272725,91.87197536831157)","(143.71727295291402,91.8276289368106)","(145.1863430410774,91.78812985208053)","(146.66129999026265,91.75285791806068)","(148.14110906690945,91.72126790003767)","(149.62493011152677,91.69294322277568)","(151.11204385906132,91.66744029039367)","(152.6018472360278,91.64439861118014)","(154.09389454051768,91.623520778228)","(155.5877871538408,91.60457993192045)","(157.08317490245454,91.58722682926137)","(158.57981358396768,91.57137737564506)","(160.07749158588018,91.55684268827699)","(161.57601102393284,91.54338088289768)","(163.0752258165208,91.5309407391264)","(164.57502769758278,91.51946007836403)","(166.07531175943132,91.50876934768598)","(167.57598055811377,91.4987221730346)","(169.07699128008974,91.48931931876659)","(170.57827664907236,91.48056949114583)","(172.07977027805202,91.47235258512123)","(173.58146061010035,91.46460366997434)","(175.08332095369366,91.45725546402183)","(176.58530787535437,91.45025890599979)","(178.0873959627516,91.44367170440606)","(179.58958167960486,91.43749740280796)","(181.09184458898955,91.43166292490584)","(182.59416050668975,91.42610246525254)","(184.09654596055225,91.42079798043811)","(185.59899022566927,91.41571327686172)","(187.10145982309143,91.41085242449292)","(188.60396555069357,91.4062712757105)","(190.10650257403657,91.40198469707298)","(191.60905221139234,91.39792915089983)","(193.11161868703581,91.39407609207039)","(194.61421658333876,91.39041332100057)","(196.11683704827598,91.38690618553382)","(197.61946561176072,91.3835217122523)","(199.1221218799174,91.38029162657885)","(200.62479543706036,91.37725219688431)","(202.1274598553909,91.3743760074)","(203.63013224917,91.37171982312326)","(205.13281995772377,91.36926036628822)","(206.63550443212384,91.36695171159941)","(208.1381936713479,91.3647790406693)","(209.64090425660123,91.3627398074148)","(211.1436247189747,91.36080851541551)","(212.64634421028657,91.35896086275861)","(214.14908735482862,91.35721133673198)","(215.65184905849335,91.35555445518604)","(217.15459861719026,91.35401144121636)","(218.6573580423564,91.3526047887527)","(220.16013312447942,91.35132343408172)","(221.66289614066056,91.35017800598165)","(223.16565502596174,91.34918777182978)","(224.66842586499862,91.34834444550214)","(226.17119885362058,91.34761928959404)","(227.67396398686859,91.34698539314374)","(229.17674629983833,91.34645507499286)","(230.6795431123606,91.34601432188914)","(232.18233157388656,91.34563194021052)","(233.68513529820703,91.34532504001164)","(235.1879602778477,91.34509271570012)","(236.69078512230186,91.34490783052368)","(238.19361785831978,91.34477642294046)","(239.69647280035974,91.34470937346163)","(241.19933776674435,91.34470301149486)","(242.7021890911811,91.34479097121618)","(244.2050509835031,91.34499250689731)","(245.70792239491666,91.34529122929985)","(247.21078257868942,91.3456526417506)","(248.71365517320126,91.34609412029494)","(250.2165446066582,91.34661366449856)","(251.71942441618083,91.34721817453816)","(253.22230007178828,91.34793981739014)","(254.72518541851142,91.34877747527722)","(256.2280692426563,91.3497052000846)","(257.7309425405983,91.35070059847807)","(259.2338318857136,91.3517816392597)","(260.7367342296302,91.35293684962366)","(262.2396258510778,91.35413521028099)","(263.74253189295683,91.35539765800905)","(265.24545772046764,91.35672457800464)","(266.7483812146748,91.35808835689261)","(268.25131180494975,91.35949863106218)","(269.7542627366206,91.36096702339829)","(271.2572225329665,91.36247814676003)","(272.76018062911606,91.36401816736205)","(274.2631604989289,91.36561199087421)","(275.7661558002925,91.36725303548116)","(277.2691440926355,91.36891509028257)","(278.7721503985398,91.37062389748955)","(280.27517921833527,91.37238331655674)","(281.7782047599487,91.37416690407775)","(283.28123856092253,91.3759867605547)","(284.78429506167384,91.3778574131257)","(286.2873601261766,91.37976240515576)","(287.7904232400308,91.3816898718668)","(289.2935087725308,91.38366780654096)","(290.7966111557158,91.38568994302965)","(292.2997000735202,91.38775873366576)","(293.802794595602,91.38992900841595)","(295.30589871173385,91.39219325294923)","(296.8089846217395,91.39451575810656)","(298.31207276224313,91.39690401609695)","(299.8151783261064,91.3993668255336)","(301.3182844063403,91.40188266686923)","(302.82138523787825,91.40443013796389)","(304.32450522634207,91.40704261791623)","(305.82763635595313,91.40970908010324)","(307.3307553713694,91.41240014530567)","(308.8338935525335,91.41514466540522)","(310.33705351304434,91.41794415892585)","(311.8402035065835,91.42076843655802)","(313.34336253844606,91.42363191666631)","(314.84654533781804,91.42654921630833)","(316.3497330744726,91.4295024845432)","(317.85291787211344,91.43247852760311)","(319.3561265514508,91.43550681893088)","(320.8593474350379,91.43857952921005)","(322.36255679258795,91.4416690908564)","(323.86578794204576,91.44480572325513)","(325.36904283786106,91.44799212111438)","(326.8722895223983,91.45119726222734)","(328.37554589017907,91.45443758426252)","(329.8788264286801,91.45773233191406)","(331.38209392141687,91.46110320599456)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
