"(28.08476973445883,0.0)","(28.19519374717303,1.42474358210422)","(28.397033828506316,2.927578035515192)","(28.686796522726606,4.432369194551196)","(29.06453343742652,5.938081489305716)","(29.530255973547632,7.444512956091508)","(30.08397058787811,8.95083268373112)","(30.725676184905886,10.456282157121032)","(31.45324164284667,11.95948681260624)","(32.19402383212417,13.459435815112105)","(32.86031432917001,14.957936458359136)","(33.43864730026575,16.455892488274745)","(33.9289807788274,17.953572348142544)","(34.331314922530794,19.451038786215964)","(34.646767561605614,20.948299072421808)","(34.88075439978446,22.44531347317771)","(35.03993110864383,23.942013342258658)","(35.13230233414896,25.438265716727532)","(35.16844349190535,26.933793646278204)","(35.16097778036939,28.428122887787538)","(35.12460511708167,29.92048215318092)","(35.07449707061281,31.409712794344887)","(35.023874712157024,32.89430691004612)","(34.98204764544672,34.37274935773759)","(34.95300761136324,35.844185196832285)","(34.934565183870056,37.30875632901892)","(34.921588082992,38.76754504757311)","(34.906872910296094,40.222238571760016)","(34.88466280540137,41.67460844074051)","(34.85185891263554,43.12619883655493)","(34.80657709807506,44.5781727027626)","(34.74882018171319,46.03134142226974)","(34.67970243045767,47.486224184957344)","(34.6009669980771,48.94311328023842)","(34.51469268985389,50.40209074826358)","(34.422886076536926,51.863141217045)","(34.327456093748175,53.326169692341345)","(34.230038684079574,54.79105586435969)","(34.13194866400988,56.257642038929)","(34.034236680686305,57.72575156592594)","(33.937768334899346,59.19520705326035)","(33.84311884671139,60.66584515478705)","(33.75087298722236,62.137409731480346)","(33.66153798247713,63.60962844929065)","(33.57578390524945,65.08212562013264)","(33.494369251441135,66.55442533334832)","(33.41847178941573,68.02582583084755)","(33.34980660009547,69.49533754189927)","(33.290831936351616,70.96159199276494)","(33.244847950953236,72.42277541453959)","(33.21562456257002,73.87677745096342)","(33.206667620291,75.32142476373699)","(33.218853873997055,76.7549062329621)","(33.2496217886349,78.17636480160309)","(33.29156181665268,79.58674350374342)","(33.333572108630236,80.98830343336033)","(33.364392978823794,82.38262152460894)","(33.42780045527747,83.75460980888255)","(33.57030698744091,85.08807539433687)","(33.78953965300147,86.37850985261022)","(34.0822396865263,87.62058190482337)","(34.44425691433501,88.80852428781276)","(34.87065884650194,89.9365621084059)","(35.35581594543105,90.99916896756315)","(35.89350007989563,91.99124927608366)","(36.47695975492602,92.90824776572249)","(37.09891678359754,93.74618444497189)","(37.75205954451011,94.50189397732736)","(38.42902124434482,95.17294673558673)","(39.122407910472056,95.75759975688094)","(39.82496089739253,96.25478073578904)","(40.52964461094583,96.66403261086927)","(41.229704683588714,96.98544738033635)","(41.91869844799274,97.21959898283379)","(42.59048898568387,97.36748484248506)","(43.23897731100894,97.43055066226444)","(43.85844588516731,97.41057281564723)","(44.44824629805563,97.31308683536169)","(45.09252330682422,97.20439524541408)","(45.8238495174009,97.10860251482018)","(46.64232713510876,97.02499496585972)","(47.54811493269567,96.9523656406653)","(48.541403719705286,96.88906624610937)","(49.62230093949154,96.83404903316882)","(50.788320235294684,96.78826908763571)","(52.02501188306053,96.75345104580998)","(53.31618697264773,96.73062463919827)","(54.64923108253889,96.71958315214916)","(56.01477491312675,96.71932928789977)","(57.405873485389364,96.72851635040175)","(58.81732276917315,96.74577650199629)","(60.245119255696984,96.76985796023044)","(61.68612221616131,96.79966026478299)","(63.137837076598544,96.83424923807331)","(64.59826322908214,96.87283228418332)","(66.06578428267989,96.91473984487581)","(67.53908689839686,96.95940739595329)","(69.01710340043097,97.00635995307056)","(70.49896313960286,97.0551998810995)","(71.98395190152016,97.10558964994816)","(73.47150108825196,97.15724391994188)","(74.96113922899889,97.20992355840747)","(76.45246820655545,97.26342523466136)","(77.94518612420897,97.31757350489637)","(79.43904015676084,97.37221720700971)","(80.93381243137266,97.4272301124598)","(82.42932966025293,97.4825036166471)","(83.92546365309052,97.53794170048346)","(85.42209739636888,97.59346157922141)","(86.91912270008714,97.6489905281829)","(88.41647969502915,97.70446543048719)","(89.91410464948405,97.7598295911126)","(91.41193346216546,97.81503271642211)","(92.9099314431867,97.87003154221418)","(94.40806741998432,97.92478765025984)","(95.90630457746364,97.9792706742256)","(97.4046150524989,98.03345389402098)","(98.90298936005928,98.08731903071401)","(100.40140773289819,98.14084675380968)","(101.89984182490934,98.19402591125687)","(103.39829265021451,98.24685906341276)","(104.89674747247996,98.29935252402962)","(106.39518500635788,98.35151849862345)","(107.893600212883,98.4033823177557)","(109.39198569019722,98.45498422221539)","(110.89032558607799,98.50639172463552)","(112.38860463193649,98.55768098699757)","(113.88681483221028,98.60897200428275)","(115.3849377592893,98.66040358995546)","(116.88294427556337,98.71217017938935)","(118.38081594756274,98.76455446139849)","(119.87851640134777,98.81792115532178)","(121.37598973627098,98.87277591549831)","(122.87316499791274,98.92984949538948)","(124.36992629005601,98.99025477003072)","(125.86589052253814,99.05560400275667)","(127.35923990417363,99.12704668464185)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(10.96732271727638,0.0)","(11.189842133094176,1.401394617164612)","(11.338333275665915,2.8782311588106406)","(11.398859979482944,4.356092352860149)","(11.371416106512722,5.835040762066654)","(11.256021994874866,7.3158007161686935)","(11.12002331684036,8.802341203573715)","(11.070649690489773,10.29001685246401)","(11.10927604616829,11.777710674177095)","(11.235902399207859,13.26539058439172)","(11.45052874656451,14.753040068100404)","(11.75315507814114,16.240638551530182)","(12.143781290196351,17.728111659095873)","(12.622406327354918,19.215169248566696)","(13.185232146769916,20.699496150799)","(13.720042108030523,22.171275021100346)","(14.16808871273983,23.628604955168946)","(14.531672614652177,25.061920304762623)","(14.817487499636579,26.45501218385975)","(15.039745034253112,27.788247670240803)","(15.219168902691804,29.045308279172062)","(15.37560171922528,30.217751872908664)","(15.524189711121018,31.302714351504015)","(15.677248167464768,32.299938330623355)","(15.854755489885786,33.21728458844787)","(16.071449817645,34.13413265832197)","(16.3143863350413,35.11848033595521)","(16.574351546018946,36.179321133896735)","(16.84519954011585,37.30943760949713)","(17.121835856497526,38.499112666068946)","(17.39895328277004,39.73949082939807)","(17.670031605258927,41.023444401980896)","(17.92714829046462,42.34499163040031)","(18.16098728263228,43.70003467135659)","(18.36161396629388,45.08618255646529)","(18.520963158420127,46.50191268404914)","(18.63706696571499,47.945227018559095)","(18.717004834277105,49.41298473667108)","(18.772975165468875,50.9009507893385)","(18.818527259123837,52.404160589612204)","(18.8654072439183,53.91855944182496)","(18.92154696379044,55.441424625834955)","(18.99094813610912,56.971231238713436)","(19.075845804277147,58.50803826376413)","(19.179471170687584,60.0517294461017)","(19.32082571809005,61.59008477930112)","(19.50323322872527,63.11928122659175)","(19.724523000266025,64.63943336772486)","(19.98214955670496,66.1500412038521)","(20.27302681816925,67.65017370875388)","(20.59432992568173,69.13981063833351)","(20.94322772195912,70.6192553027587)","(21.31696356622441,72.08850102097892)","(21.71284478533357,73.54745895926428)","(22.128192087538736,74.995830972025)","(22.56031359546337,76.43230831983827)","(23.006129523297517,77.85414146107635)","(23.461817842776206,79.2561916515512)","(23.922341819847396,80.62857461226696)","(24.380554940286203,81.95200501705693)","(24.828116582966594,83.19786979636729)","(25.26269831239325,84.35671945091735)","(25.686424849080147,85.42825167247649)","(26.102652319922043,86.41211807065082)","(26.514948089854382,87.3080844898476)","(26.92782908161302,88.11622595331937)","(27.356952357145406,88.83823922038576)","(27.806796175888806,89.47472883395592)","(28.278511797935995,90.02598211266543)","(28.773745241258336,90.4924422686054)","(29.294894971966087,90.87481662405742)","(29.845628837359648,91.17433651212338)","(30.431433432470882,91.39320831340811)","(31.06033307252877,91.53548480725347)","(31.742583884759306,91.6080193724473)","(32.48949421256937,91.6212676869157)","(33.31115429830404,91.58856118863199)","(34.21440933873355,91.52341783186137)","(35.202167897021624,91.4375737147411)","(36.265149122111005,91.3402368740733)","(37.38797458543088,91.23607200438116)","(38.5556485125049,91.1225591425154)","(39.75287405501653,90.98902587985067)","(40.96305835490288,90.81424573012146)","(42.17010896794295,90.56983956206588)","(43.38131606516277,90.23878988295557)","(44.60603862410284,89.82088192581912)","(45.858107570594456,89.32237582195945)","(47.160486360349296,88.81078579249994)","(48.509182665070114,88.33513180809318)","(49.892855410319626,87.91210027430787)","(51.302588680544766,87.54612011544333)","(52.732296993936956,87.23427352243289)","(54.177445920902144,86.97054397488776)","(55.63436111433341,86.74835110343935)","(57.100109760434805,86.56184086265375)","(58.57267025230684,86.4063082334194)","(60.050599630867055,86.27779982059758)","(61.53279712253419,86.17286393203739)","(63.01840776382642,86.08849788468069)","(64.50675970081465,86.02204720573054)","(65.99731703319888,85.9711044095481)","(67.48965174359996,85.93348053719454)","(68.9834221483969,85.90725866653231)","(70.47835062143672,85.89052123413616)","(71.97421251757174,85.8819247861758)","(73.4708281979364,85.87988430576452)","(74.9680506893745,85.88302467683313)","(76.46575974455733,85.8901885672917)","(77.96385894036162,85.90040097078199)","(79.46226997255539,85.91247657583891)","(80.96092837697844,85.92547819675872)","(82.45978143266933,85.93892281330008)","(83.95878773051012,85.95238370533565)","(85.45791275719972,85.96508435519578)","(86.95712833064626,85.97657822650243)","(88.45641312854234,85.98668410993446)","(89.95574915033922,85.99523178696458)","(91.45512211981386,86.00202074459231)","(92.95452125282245,86.0064675530131)","(94.45393850208177,86.00837483301412)","(95.95336767613809,86.00768052574152)","(97.45280384869565,86.00430734424434)","(98.95224471142689,85.99818514795352)","(100.45168772515174,85.98962278825654)","(101.95113123546517,85.97855443952484)","(103.45057541037477,85.9647314785873)","(104.95001868071228,85.94791302267355)","(106.44945906186665,85.92823860867354)","(107.94889195680011,85.90560701800861)","(109.44831289381831,85.8798413146493)","(110.94771388258566,85.85095524497616)","(112.44708356191353,85.8187838361767)","(113.94640385848199,85.78317597959872)","(115.44564629361517,85.7440060957677)","(116.94477218116894,85.70101877316304)","(118.44372434953073,85.65390995173027)","(119.94241930365204,85.60226206621692)","(121.44072006111122,85.5454732588284)","(122.93836429145203,85.48264821173105)","(124.43477931876939,85.41249309515732)","(125.9285207387478,85.33330108860959)","(127.41625345186392,85.2432840291572)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(24.805491180212947,0.0)","(24.766688745266116,1.4250855276597596)","(24.640051081082504,2.925783157983688)","(24.42541945154396,4.426992852970954)","(24.122793146719815,5.928468122318721)","(23.7321743157722,7.430148811955359)","(23.253565610085705,8.931396899759543)","(22.686981739630948,10.430930369745397)","(22.032442173964547,11.927869216998172)","(21.319381548485406,13.422170385316123)","(20.678589835317567,14.920621330217127)","(20.12531951270891,16.42786054572134)","(19.657461236808853,17.95444689703774)","(19.24276894493586,19.537471982283122)","(18.78618952121384,21.18968025635345)","(18.256747530759355,22.890915986770022)","(17.67608404686577,24.648350767926082)","(17.15710198385626,26.447477217348908)","(16.715145630750058,28.288299697398394)","(16.337215494770856,30.18664182546061)","(16.013250438068674,32.10949120103773)","(15.731233855331999,34.03895805083248)","(15.505571383152109,35.97566651802471)","(15.363629919254693,37.902938216090064)","(15.298562954514832,39.788013874902816)","(15.307572305728169,41.62559328361631)","(15.387379745271549,43.41142834365273)","(15.525917293782213,45.14281643013878)","(15.708988181459953,46.827357137061554)","(15.925717589665698,48.47304413788879)","(16.167532820411573,50.086700163896126)","(16.427849023411852,51.6739901430072)","(16.70174278970458,53.239627387237164)","(16.98557355632008,54.78749036582329)","(17.276668697692593,56.320773884505336)","(17.573015119143854,57.84213636673356)","(17.873041060350566,59.35381876590145)","(18.17540361054149,60.85772448645155)","(18.47879242232715,62.35553535403997)","(18.781721128593784,63.848862614639714)","(19.08228519606177,65.33936189177113)","(19.377958504865983,66.82888365811584)","(19.665478090334386,68.3196461131262)","(19.94075742704196,69.81436907136782)","(20.199616410070725,71.31604637689077)","(20.438764732982197,72.8275545916281)","(20.65758123308622,74.35074490102478)","(20.85911827707125,75.88568964850029)","(21.0496176107368,77.43064135428979)","(21.237821433703488,78.9821862198082)","(21.432168771230007,80.53677304104045)","(21.640515302922125,82.09094446495358)","(21.875839407579647,83.63678222250941)","(22.149243802416155,85.16714715652397)","(22.46237449111137,86.68228809693565)","(22.818202580685654,88.18184352254242)","(23.222967321908463,89.66354531225988)","(23.688655037226766,91.11720471275534)","(24.211039922717386,92.5081763883233)","(24.784790898101697,93.82770263462922)","(25.40773023430333,95.07426866088647)","(26.077311378509446,96.24622389210921)","(26.790569897284083,97.34179816280415)","(27.54407918845306,98.3591356099786)","(28.333808124618084,99.29629670202212)","(29.154779199863516,100.15122719874482)","(30.000632041184716,100.92180167132537)","(30.86392045059212,101.60617930489992)","(31.737723768523523,102.2032222136478)","(32.61723935380592,102.71246369898955)","(33.49970347430978,103.13375856931853)","(34.38332547647062,103.4670632698346)","(35.26729772588472,103.71236877092142)","(36.15141599864255,103.86967440976193)","(37.035573590426665,103.93898006510074)","(37.91968320742445,103.92028574040212)","(38.803671295526755,103.81359150611027)","(39.68741556378254,103.61889763593773)","(40.57067581876516,103.33620521898018)","(41.45270814032975,102.96552383677243)","(42.33029250826882,102.50697702647798)","(43.187691513851625,101.96409027083669)","(43.98238338066535,101.37814182454042)","(44.70834975108707,100.83729027437725)","(45.38013017163338,100.36562629333935)","(46.035487313519056,99.96476048647389)","(46.74072772209924,99.63568684807541)","(47.502855421059124,99.37367967200517)","(48.32746277826122,99.17356016819235)","(49.219902179200886,99.02939050226855)","(50.185834819143395,98.93341420359636)","(51.23135498830497,98.87436309139235)","(52.36186932031882,98.8243947349465)","(53.567263475978265,98.7675832817716)","(54.83080610911006,98.70249033221013)","(56.139961122319676,98.62852561708476)","(57.485325114452905,98.54601189938755)","(58.85964719430252,98.45590494804375)","(60.25727070019102,98.35937764213405)","(61.67377111919655,98.25762117631041)","(63.10545064469204,98.1517538242069)","(64.54945472715578,98.0427426474316)","(66.00367429175778,97.93140105167053)","(67.46607788940236,97.81839669345226)","(68.93513445630663,97.70428086198045)","(70.4097494336803,97.58947895700672)","(71.88897312506057,97.47432091040197)","(73.37188462480678,97.35907965791813)","(74.85785640178983,97.24392149223199)","(76.34658099654793,97.1289888634706)","(77.83738270099404,97.0143467583867)","(79.329909503817,96.90004077487478)","(80.82405070091039,96.78611683742146)","(82.31943008280432,96.67256214639326)","(83.81575635764008,96.5593538721569)","(85.31294293636996,96.44648870755549)","(86.81087162346985,96.3339536950937)","(88.3092299149965,96.2217033958369)","(89.80789871444193,96.1097249003361)","(91.30694058865261,95.99804459397737)","(92.80604991236912,95.88662361392629)","(94.30513578523131,95.77547119804065)","(95.80424136184735,95.66463335383547)","(97.30321743565631,95.55411993676921)","(98.80194858154404,95.44395230163468)","(100.30043306353471,95.33419229239897)","(101.79865629323149,95.22488390237619)","(103.29649598626249,95.1160552413979)","(104.793931783615,95.00775577550186)","(106.29103136049596,94.90009495548647)","(107.78766056270234,94.79309606976784)","(109.2838004349929,94.68676683983409)","(110.7794956460293,94.58113238463065)","(112.27468425767194,94.47615054730326)","(113.76931974603602,94.37177350694284)","(115.26340990303362,94.26791976655434)","(116.75695464091403,94.16445687597376)","(118.2499366521568,94.06119725867066)","(119.74239520703726,93.95786962944031)","(121.23426777730786,93.85405311153013)","(122.72548298507115,93.74916120134122)","(124.21595591617509,93.64230115365916)","(125.7055562331806,93.53212053899895)","(127.19455153744661,93.41383342153242)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(27.69757565523395,0.0)","(27.614337984150943,1.425431044626309)","(27.441103120031066,2.9283853261082204)","(27.18001580046323,4.434097552188312)","(26.831183254649424,5.943693834459661)","(26.46360666086342,7.473265275221005)","(26.182164991985964,9.011837920230247)","(25.98860520481374,10.554666996243029)","(25.88292635341721,12.101929865670648)","(25.865103800383345,13.65412751454252)","(25.93515440932768,15.210950753216776)","(26.09302012847253,16.77075935687369)","(26.312370914601853,18.32906328900966)","(26.54003600822413,19.88284248630369)","(26.757895332718856,21.432546329781474)","(26.96670880155522,22.98089162830405)","(27.17831630839504,24.533455904961823)","(27.41190301544798,26.100306195995092)","(27.653018811491936,27.682958474268517)","(27.871756300390075,29.27702711927459)","(28.065089330606728,30.887469230813444)","(28.22117232139911,32.512756995319165)","(28.327721977623387,34.146832289728515)","(28.378203636406063,35.78227274390999)","(28.373997197314175,37.4127797888415)","(28.322606990033133,39.03449224977721)","(28.234425307525907,40.64557469631448)","(28.120139100490814,42.24548034263486)","(27.988833518246604,43.834402618059045)","(27.84752863138062,45.41295918143)","(27.701311682187878,46.98197223217935)","(27.553763377253027,48.542378083752965)","(27.407266479560857,50.095156099309676)","(27.26340276469728,51.641232405940954)","(27.123250353850857,53.18144318192849)","(26.987535155154085,54.716539210071396)","(26.856860656103606,56.247121425975386)","(26.73189332205254,57.77359549452372)","(26.61354204408756,59.29614709205546)","(26.503208068603676,60.81463908663646)","(26.40305717148899,62.32844424992186)","(26.316508772153835,63.836255753926075)","(26.248480346648133,65.3358565677494)","(26.205433823471665,66.82387331328516)","(26.19465767677543,68.29594895983037)","(26.222210580496533,69.74758975792935)","(26.29018260271809,71.17542339415805)","(26.394049346641808,72.57878741815338)","(26.523211116034066,73.96007966509744)","(26.662887909668083,75.32417855953253)","(26.797650511012428,76.67647231619637)","(26.91326778096945,78.02177292453814)","(27.000047370535157,79.3623204210576)","(27.05359929681805,80.69672468410234)","(27.074289448439238,82.01962937575752)","(27.066096283469104,83.3216362649056)","(27.033127779852364,84.59005286609792)","(26.977671457804043,85.80941548406338)","(26.898266063564673,86.96296609134814)","(26.79261808296044,88.03824933010445)","(26.72436646023069,89.04912289521238)","(26.721730645668266,90.00136652458936)","(26.78424736143281,90.89446462073963)","(26.913042093414745,91.7296910169697)","(27.110358044510683,92.50972959536634)","(27.37869972827852,93.23784883194072)","(27.72029007093466,93.91722562009038)","(28.136777863270215,94.55042452931023)","(28.62886035586939,95.13858537869382)","(29.195968552665533,95.68077148393341)","(29.83622770108476,96.17408392150992)","(30.54622202373408,96.61380485966441)","(31.32089119397517,96.99395238209446)","(32.154599896142926,97.30906344882301)","(33.052266419498345,97.56448872569891)","(34.00531318485891,97.7519774194542)","(34.99892969693414,97.86167538151865)","(36.01847572701532,97.88751308416548)","(37.049579052700516,97.82631271428863)","(38.078184454321466,97.67732207716503)","(39.09146822740813,97.44182523281228)","(40.07816678101166,97.122555293763)","(41.028818574133,96.7231107646382)","(41.933496932320736,96.2488624458116)","(42.772125861979646,95.72388681890695)","(43.54189109410895,95.23568883042319)","(44.29433318054989,94.82845251694118)","(45.044413196727426,94.50908427954091)","(45.780904991336854,94.27646738831149)","(46.492859787979455,94.10427695853905)","(47.1982180330729,93.92434150833863)","(47.928589089905756,93.72230874576907)","(48.71091757041911,93.51393599743871)","(49.56090648238118,93.31653042812177)","(50.48410930457106,93.14110144967707)","(51.4790511236228,92.99272105001384)","(52.540573743951356,92.87290506515903)","(53.661631777099,92.78072771424492)","(54.83475307141336,92.71422122454426)","(56.052533960785624,92.67082363539828)","(57.308189036417275,92.64788622808794)","(58.59564985841064,92.64284979975527)","(59.90951660536753,92.65328426277114)","(61.245308517001035,92.67719352125845)","(62.59888268478179,92.7125680523649)","(63.96677166434089,92.75773028075324)","(65.34577838199476,92.81106731950649)","(66.73330728221846,92.87131647904874)","(68.12736667433677,92.93757849257611)","(69.52594381864213,93.00890406960939)","(70.9277253006456,93.0847727948818)","(72.33124672111094,93.16456849541943)","(73.73566823058118,93.24803517206402)","(75.14050959606351,93.33510002486011)","(76.54541348465936,93.42573716489181)","(77.95008174372417,93.51993253897459)","(79.35430365246472,93.61770102006845)","(80.75793012936518,93.71907017734978)","(82.16122275608377,93.82418920077903)","(83.56461930991264,93.93323028046412)","(84.96848933780012,94.0462948795772)","(86.37326765259574,94.16345772775536)","(87.77947029555222,94.28476315467579)","(89.18759937497911,94.41019960661191)","(90.59809968615531,94.53969815685342)","(92.01137192567984,94.67313740212582)","(93.42773079994069,94.81034643233343)","(94.84746525579851,94.95111859238285)","(96.27084760250911,95.09519730281141)","(97.69803935987399,95.24225753890163)","(99.12910966334927,95.39201272484222)","(100.56412829037177,95.54416738312439)","(102.00307816323462,95.69842100811553)","(103.44592297043721,95.85447025344409)","(104.89257533202357,96.01201603271593)","(106.3429206711194,96.17076544849058)","(107.79682769999951,96.33043260986638)","(109.25411836445421,96.49074801782501)","(110.71463766809336,96.65144366048999)","(112.17819969193545,96.8122676709664)","(113.64459516200199,96.97298271281153)","(115.1136233092975,97.13335668636746)","(116.58509249704835,97.29316090487048)","(118.05880741748535,97.45217236122728)","(119.53488607432318,97.61003254481406)","(121.01375075763687,97.76623918373325)","(122.49493026645277,97.92071898315538)","(123.97799050765403,98.0734410616256)","(125.46254259964948,98.22441392218985)","(126.94781173137252,98.37314197008357)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
