0,-0,2.61,0,0,0.3,0,0,0,0.1,0,0.1,0
-0.08,0.03,2.61,0,0,0.3,0,0,0,0.1,0,0.1,0
0.26,-0.02,0.13,0.08,0,0.3,0,0.1,0,0,0,0.1,0
0.43,0.03,0.42,0.26,0,0.1,0,0.1,0,0,0,0.3,0
0.59,0.07,0.38,0.43,0,0.1,0,0.1,0,0,0,0.3,0
0.73,0.1,0.32,0.59,0,0.1,0,0.1,0,0,0,0.3,0
0.87,0.11,0.24,0.74,0,0.1,0.1,0.1,0,0,0.1,0,0
1,0.12,0.3,0.88,0.1,0,0.1,0.1,0,0.1,0,0,0
1.12,0.13,0.25,1.01,0,0.1,0.1,0,0.1,0.1,0,0,0
1.21,0.14,0.24,1.13,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1
1.3,0.11,0.05,1.22,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1
1.37,-0.06,0.05,1.31,0,0.1,0.1,0,0.1,0.1,0,0,0
1.41,0.05,0.18,1.37,0.1,0,0.1,0.1,0,0.1,0,0,0
1.43,0.04,0.16,1.41,0.1,0,0.1,0,0,0,0,0,0
1.45,0.03,0.21,1.43,0,0,0,0,0,0,0,0,0
1.47,0.02,0.16,1.45,0,0,0,0,0,0,0,0,0
1.48,0.01,0.27,1.47,0,0,0,0,0,0,0,0,0
1.48,0,0.18,1.48,0,0,0,0,0,0,0,0,0
1.49,0,0.36,1.48,0,0,0,0,0,0,0,0,0
1.49,0,0.21,1.49,0,0,0,0,0,0,0,0,0
1.49,0,0.15,1.49,0,0,0,0,0,0,0,0,0
1.49,0,0.26,1.49,0,0,0,0,0,0,0,0,0
1.49,0,0.17,1.49,0,0,0,0,0,0,0,0,0
1.49,0,0.35,1.49,0,0,0,0,0,0,0,0,0
1.49,0,0.2,1.49,0,0,0,0,0,0,0,0,0
1.49,0,0.14,1.49,0,0,0,0,0,0,0,0,0
1.49,0,0.25,1.49,0,0,0,0,0,0,0,0,0
1.49,0,0.16,1.49,0,0,0,0,0,0,0,0,0
1.49,0,0.33,1.49,0,0,0,0,0,0,0,0,0
1.49,0,0.19,1.49,0,0,0,0,0,0,0,0,0
1.49,0,0.13,1.49,0,0,0,0,0,0,0,0,0
1.49,0,0.24,1.49,0,0,0,0,0,0,0,0,0
1.49,0,0.15,1.49,0,0,0,0,0,0,0,0,0
0,0,1.81,0,0,0,0,0.3,0,0.3,0,0,0.3
0.04,0.01,1.81,0,0,0,0,0.3,0,0.3,0,0,0.3
0.13,0,1.47,0.04,0,0,0,0.3,0,0.3,0,0,0.3
0.21,0.02,1.43,0.13,0,0,0,0.3,0,0.3,0,0,0.3
0.29,0.03,1.36,0.21,0,0,0,0.3,0,0.3,0,0,0.3
0.41,0.04,1.32,0.29,0,0,0,0.3,0,0.3,0,0,0.3
0.57,0.06,1.95,0.41,0,0,0,0,0,0,0,0,0
0.65,0.1,2.21,0.58,0,0,0,0,0,0,0,0,0.3
0.63,0.17,0.91,0.66,0,0,0,0,0,0,0,0,0.3
0.6,0.16,0.95,0.65,0,0,0,0,0,0,0,0.3,0.3
0.52,0.14,1.08,0.63,0,0,0,0,0.3,0.3,0,0,0
0.52,0.16,0.95,0.54,0,0,0,0,0.3,0.3,0,0.3,0
0.68,0.08,0.76,0.54,0,0,0.3,0,0.3,0,0,0.3,0
0.78,0.03,0.82,0.69,0,0.1,0.1,0,0,0,0.3,0.3,0.3
0.8,0.08,0.64,0.78,0,0.1,0.1,0,0,0,0.6,0,0.3
0.8,0.09,0.66,0.8,0,0.1,0.1,0,0,0,0.6,0.3,0.3
0.84,0.16,0.7,0.81,0,0.1,0.1,0,0.1,0.1,0,0.3,0
0.89,0.16,0.26,0.85,0,0.1,0.1,0,0.1,0.1,0,0.3,0
1.04,0.1,0.1,0.91,0,0.1,0.1,0,0.1,0.1,0.3,0.3,0
1.2,0.03,0,1.04,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1
1.3,-0.04,0.32,1.2,0.4,0.1,0.1,0,0.1,0.1,0,0,0.1
1.36,-0.01,0.56,1.3,0,0.1,0.1,0.1,0,0,0.1,0,0
1.4,-0.01,0.68,1.36,0,0.1,0.1,0.1,0,0,0.1,0,0
1.42,0.06,1.04,1.4,0,0.1,0,0.1,0,0,0,0,0
1.4,0.17,0.23,1.42,0,0.1,0,0.1,0,0,0,0,0
1.42,0.14,0.2,1.41,0,0,0,0,0,0,0,0,0
1.44,0.09,0.21,1.43,0,0,0,0,0,0,0,0,0
1.46,0.06,0.27,1.44,0,0,0,0,0,0,0,0,0
