,"(0.44887319310049145,23.250161933957575)","(7.928841995758809,23.543273831829097)","(15.405152604148562,23.482229655878974)","(22.876135624577444,23.376331308482172)","(30.33950524060103,23.381014588990496)","(37.79179360737564,23.454137470320717)","(45.226604043445484,23.514989186071254)","(52.650946799042124,23.41495909530366)","(59.72768950134429,23.204248817242792)","(66.73198538951556,22.8263592080403)","(73.6080731091129,22.82973020625398)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(0.5234910549479734,30.925390225303715)","(8.005185187142853,30.587993476651384)","(15.491547534467085,30.60124269897129)","(22.975716752990532,30.658704006675585)","(30.45294269725732,30.60575688106416)","(37.92201643322865,30.482791194515247)","(45.35413529621562,30.357066614414684)","(52.28702298049298,29.60489153550656)","(58.934245462641286,28.636924987895995)","(65.3050440962019,27.970550033889886)","(71.67836343081203,28.41947790383193)","(77.44256089887921,28.919739800373545)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"(80.17517620865723,8.947314997385822)","(72.67677719937805,9.104950649953146)","(65.17837113643701,9.26386369268415)","(57.67994967002476,9.422023044377655)","(50.1815053688062,9.578574937402088)","(42.71547946458564,9.73229394114575)","(35.91323246999416,10.018769557840328)","(29.202051667075466,9.505475393063513)","(22.079153694276215,8.18433541394601)","(14.858724165627343,6.593851883621547)","(7.589633086432044,5.055592634367468)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"(0.6630812952938552,4.170271821933555)","(8.046247981827493,6.068560392904042)","(15.46262694407416,7.677434797508205)","(22.885166569626882,8.961277741090548)","(30.323134642267505,9.94281697066986)","(37.70761276668258,9.792653002759877)","(44.44746735235897,8.987067274678864)","(51.66871364367243,7.747091267812948)","(58.961947197240015,6.331555558824254)","(66.26650162506894,4.958115816381942)","(73.43742018185813,3.9273709922852347)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"(1.3224242130120158,31.706247384882722)","(8.669209351978965,33.21439456112594)","(16.01599529098121,34.722547072964)","(23.362786548909384,36.23074929330055)","(30.71018526438383,37.74321284859432)","(38.06914550134147,39.29701166471887)","(45.23500850492189,41.0996183231086)","(52.29734199254956,43.511719407016)","(59.616051978389805,45.212404758529914)","(67.05481007192144,46.23354459264334)","(74.49959763398904,47.19197179700217)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"(77.14201539596101,45.45550984903826)","(70.37362122327248,42.22458992724651)","(63.6052243352114,38.99366588843325)","(56.83681445257493,35.76274077535976)","(50.09693201873737,32.54309622109407)","(43.83681991121747,30.009219723812954)","(37.41257090311026,26.906426606629076)","(30.869146720043116,23.518881978611343)","(24.522319392791307,20.804995985188228)","(18.166659637076364,19.031365055454234)","(11.742020841541693,16.138761875560906)","(5.971689545990859,12.182600837241448)",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"(1.7816612825192533,15.019063747780885)","(9.11750545779279,14.261910814578219)","(16.50892039932972,13.52010789479721)","(23.948046799227434,12.805095476357542)","(31.369497385304662,12.114291886927013)","(38.305917486211676,12.163172619980516)","(45.64283594540729,11.909531578707654)","(53.04606927055376,11.224782815097768)","(60.22373621608968,10.31407883283109)","(66.89336104640019,8.648681701235308)","(73.05433191077168,5.930234211378393)",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"(3.2028289965785395,13.394775861737662)","(9.605159964870815,17.297042018646696)","(16.04121634676019,21.16661117771578)","(22.484956309774166,25.016601577793903)","(28.928659580524783,28.849060961618406)","(35.33985351031028,32.56495755805823)","(41.036045898027865,36.01142923237032)","(45.7774528664349,39.70547143169749)","(50.37340575686922,44.69362389853615)","(55.855714918167166,48.55057685921699)","(61.83269173565737,50.91956600247726)","(68.32332872569592,53.17727339473208)","(74.90035761394567,56.22942223106768)",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"(77.79346504116731,54.19233324095225)","(71.50616779253325,50.103421515100436)","(65.21890980509804,46.01456205254075)","(58.928311548221416,41.934957105873835)","(52.21687036043512,38.67831302926674)","(44.40038000176942,36.671237190366554)","(36.89484171452659,33.87046981516669)","(30.241059157805577,29.845125463186864)","(24.206836128418043,25.337805262292367)","(18.53308470802213,20.635127443536433)","(13.609515597604723,15.608578874028138)","(8.63489821159917,10.439789247617764)","(3.0807014473338743,5.640907140276684)",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"(76.37493006391982,31.927914042773835)","(69.03362687276726,33.46220328451197)","(61.69703602528267,34.98548963716344)","(54.79999079543161,35.618140649611846)","(49.350990247200826,34.67845561755066)","(45.22607527452543,33.049566777551924)","(40.128646885939894,31.912774511826562)","(33.94973243542151,32.681898881331556)","(27.17752241680436,34.91283430815821)","(20.309483864591083,37.665036364449094)","(13.205386453742605,40.28911889743814)","(6.203249556314617,42.25502488577021)",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"(1.7639840315533086,35.29056528554467)","(8.81992015093047,37.832958937080626)","(15.875856270307608,40.37535258861658)","(22.931792389684745,42.917746240152525)","(29.98776842975298,45.46009881691116)","(37.04589587408443,48.00158964328875)","(43.703881209547035,50.302309402735304)","(50.1416535294108,52.525690576257674)","(56.02335823352295,54.80866938580167)","(62.59564573937419,56.87193833728721)","(69.44664462273244,59.313308002679186)","(75.91480460653264,61.953605814634344)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"(78.42681241179304,24.446840620231622)","(70.25843309155066,27.25939780759721)","(61.904264623869935,30.19013640740091)","(54.72307099677593,33.08845166976263)","(48.88122543871831,36.38977145494965)","(44.05517200602357,39.11902663893666)","(37.933628402968004,41.12460711222684)","(31.2716065559866,42.12802262063332)","(24.625385302963036,42.74058631706059)","(18.348444285759978,43.79584090143183)","(12.594924293589177,44.9702249549037)","(6.623276297284715,47.059682117110135)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"(79.76029599607872,60.27102425275649)","(71.94090043076342,57.944295606278395)","(63.74800812683495,55.444856722012446)","(56.06110204769523,53.520543045120874)","(48.58425605828507,51.89748978791578)","(41.530260646626324,50.747624841990486)","(34.55467529680956,50.721048838846315)","(27.857352673810777,50.18257081474949)","(21.336080474771457,51.20459356963383)","(15.142121795110244,54.05842502781667)","(8.87125548802513,57.72089508901275)","(2.652740076841261,61.74140574927922)",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"(75.75012502312633,21.42547019572019)","(68.41514503694691,21.326809592930758)","(61.38860195950215,20.523358831439094)","(53.991182725446016,20.169363741821897)","(46.53882807621909,20.106995495626446)","(39.29503400059947,20.197527288772346)","(31.94326820050575,20.62452899615935)","(24.495794796786416,20.823488887395392)","(17.001857081053725,20.906026053712633)","(9.464227216540909,20.93395441899675)",,,,,,,,,,,,,,,,,,,,,,
