,"(78.99407466262758,37.758832973369984)","(71.0187648991534,38.8645301968464)","(62.72444617541949,39.97738124628017)","(54.94993730213383,41.03910312899404)","(47.39368782616378,42.08616371568786)","(39.91889830899399,43.130309737788835)","(32.57809367000492,44.26463965460296)","(25.517391411204102,46.23883853924377)","(18.43688601584124,48.526392970890335)","(11.687718483793802,50.8033517311457)","(4.9045833089067505,52.672987525595936)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"(6.384883736417964,61.761009692330624)","(13.581133343999012,59.35011276787811)","(20.814556065975385,57.25540066821623)","(28.104701275895398,55.47501038715451)","(35.4800810512714,54.1596887936365)","(42.836970462725574,53.149449774233915)","(50.134662611236614,53.010112314756086)","(57.35457100811031,52.84973120985113)","(64.11744985051176,52.85719354900657)","(70.82144818699487,52.74499010514184)","(76.85637040887,52.27455260158234)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"(76.28413414418964,38.68634246204569)","(71.15988745078776,40.69089227614349)","(65.05009107526251,42.758545411009656)","(58.260288601424435,44.82107704486806)","(51.203807368599186,46.87065497290216)","(44.107990901035095,48.83712101709684)","(37.05723143972066,49.979321598629205)","(29.892144147904794,51.705796038682564)","(22.74417510007529,53.79234306815425)","(15.964581937289877,56.425714337565374)","(9.40744712258296,59.22556996331697)","(4.017065749652133,62.557729657165424)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"(2.9129447587507427,48.81629591811536)","(10.017688072790039,46.413667681846576)","(17.12243317574321,44.011039226027364)","(24.22718256364414,41.608410308988475)","(31.231347528325614,39.11488196357305)","(38.02697144394326,36.095440506622914)","(45.04151274924197,33.54702304882915)","(52.02799091870319,31.85869124545929)","(59.29085245284031,30.54471925411578)","(66.4374776518205,28.5037722969832)","(73.40156361100377,25.912126012682176)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"(75.6673374561315,24.415791587145407)","(67.90025821451684,25.483053958312087)","(60.071665748270064,26.33116886210688)","(52.38386184477244,26.480583859290178)","(44.792448164574736,26.243959753194723)","(37.47080906570004,25.712643464453826)","(30.826431615116547,25.872563226100624)","(24.393041322478574,26.249552911730202)","(17.467963055624427,26.395254141267124)","(10.255710636584546,25.581065715447885)","(3.000030272370168,24.18097553116009)",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"(3.607165310713585,45.43747721243691)","(10.413103645016639,42.28658941583846)","(17.21904877025191,39.13570018210549)","(24.02437403089127,35.98379133348746)","(30.82925014501031,32.830194973686154)","(37.583437179648065,29.95855742967531)","(44.099897821482244,28.38152130643472)","(50.61169901268359,27.448942014959805)","(57.890579430895485,27.067362937440983)","(64.97648067536497,24.960014725164427)","(71.01769079717758,22.21639110056957)","(76.79968914879446,18.76268757353059)",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"(74.80287317896314,46.31003749435281)","(67.33645532230665,47.01898346543131)","(59.87005552758063,47.72792050960121)","(52.58588527741115,47.98679918739963)","(45.216956225671964,48.144558271212816)","(37.81923194688234,48.91797993668281)","(30.496227370478334,50.07465021546625)","(23.84296369761589,51.89571139501155)","(17.55637558734383,54.116949881751026)","(12.449381275881656,57.094883967271656)","(6.634584151877155,58.80870840853946)",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"(3.674811572850384,14.132087769928338)","(11.174422571896708,14.137998181952508)","(18.674301913223147,14.144068092058914)","(26.17402644472061,14.148818765719032)","(33.669343304930955,14.127373428971325)","(41.12902918874071,13.668965685595438)","(48.57508850316223,12.41605671604367)","(56.134459074060175,11.355144266858648)","(63.803577885269604,10.932633008442934)","(71.3890258505756,11.503618837818706)",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"(76.63278588792852,18.170103731990423)","(70.35156585307257,20.01664061428816)","(64.73756019212844,21.010698762531344)","(59.14796739310339,23.104070359162947)","(53.41985479159844,26.11682132244118)","(47.572900076320764,29.123794392350216)","(41.87288073175502,31.9964469302891)","(36.275325647357356,36.06905029546225)","(30.457468925087383,40.46284763617638)","(24.236667201285456,44.401384355678374)","(18.135198634471244,47.19830532456083)","(12.08794419226612,50.111511535279156)","(6.049667173318648,53.83093281978607)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"(6.5646200579827525,29.15751181703502)","(13.855011310263198,27.41532913857208)","(21.093142281472367,25.700630664640943)","(28.144172344393933,24.01225071199946)","(34.590154477865134,21.84772457279017)","(41.37208837398703,19.87921972644686)","(48.023358954327506,18.929323545460623)","(54.17219680798661,17.66772810780799)","(59.94570678143536,16.65218195176489)","(65.55457171311295,15.091974259017618)","(71.40889159789812,13.556038801737975)","(77.92524996645975,12.03260626830636)",,,,,,,,,,,,,,,,,,,,,,
,,,,,,"(6.956444424130867,18.534875565881862)","(14.279038509931672,20.156580266865586)","(21.602276563492858,21.777693203349664)","(28.931003465359023,23.394875624627232)","(36.06506944653753,24.80402525767095)","(42.627472686603305,25.091857513688574)","(48.61757123336079,23.753535809778302)","(54.24145111013374,22.0079075001051)","(59.663748702195264,21.76265462025722)","(63.84510357074792,22.895358476038382)","(67.66165771607886,24.92852775278562)","(72.46496868761588,28.175589209858252)","(77.02377494275898,31.26300621127195)",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"(78.97893978437719,12.730119627042608)","(72.2420132683364,16.02637834796526)","(65.50475992028771,19.323119663490424)","(58.76729734760471,22.620152390394544)","(52.009716576013645,25.750610853673216)","(45.84800077374155,28.567906751371645)","(39.67837207926117,31.904378410202654)","(32.76895431752393,35.28397997282405)","(25.555364257584575,38.52636239289255)","(18.5815543555772,40.97637569656123)","(11.485902064607178,43.30330881640299)","(5.009274571179704,46.90864475091868)",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"(0.07477948839209102,7.575309618044022)","(7.552506718224076,8.15991622568727)","(15.02994118664287,8.745837543164717)","(22.507399347010313,9.322439200165977)","(29.984119121451943,9.86210201465483)","(37.429396410347444,9.619762040643737)","(44.84068320109267,8.743250294287732)","(52.23201223992187,7.593829758981685)","(59.61126268789906,6.3406479117974035)","(66.9808492876823,5.126126650712715)","(74.33873432047777,4.268531015271886)",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"(5.273756164655641,52.55363350603149)","(12.385120326835828,51.67874989569599)","(19.220125848408493,51.03279545845229)","(26.223813007085464,49.61801008416887)","(32.69544060460329,47.9300330751041)","(39.78735698276776,47.425019584677095)","(47.09507627030866,47.88938769984885)","(54.46993722497844,48.778566215102344)","(61.748597394211174,49.76657310770835)","(68.93925298767455,50.01252610737279)","(76.27378636700651,51.18124023198825)",,,,,,,,,,,,,,,,,,,,,
,,,,,,,"(1.8286151249739746,45.17903922185766)","(8.601263735912875,41.95704747871919)","(15.373409341158135,38.73444116581625)","(22.144575925113056,35.50909765636463)","(28.911562769547402,32.29980582709881)","(35.58288799970052,29.653738206103593)","(41.55764790087618,26.103158345025854)","(46.94375400167214,22.29213448887429)","(53.41061018891981,18.99588582919347)","(59.0757880956859,16.197350542274073)","(64.37865377557148,12.855096979916356)","(70.1054568051562,10.242311943347813)","(76.31853033727288,8.524423832063366)",,,,,,,,,,,,,,,,,,,,,
