,"(76.99921060714117,58.18772111179122)","(69.72503186112837,56.35985946374545)","(62.45081500565927,54.532819602843645)","(55.176562983262386,52.706310010497475)","(47.90228390909749,50.880052820294104)","(40.63293250177967,49.059881492313444)","(33.65087120372766,48.331422923118396)","(27.324212951019856,48.92984766320283)","(21.521484023189146,50.42355857306806)","(15.351021823042474,53.33689966805416)","(9.130296970109628,57.03955427544865)","(2.9851943378746655,61.1563018378795)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(6.348842064021202,6.051894186711877)","(13.042857082477159,9.777995387267671)","(19.749589965659222,13.263889678842279)","(26.464993275357976,16.65072170917279)","(33.185397264548904,19.997565708852086)","(39.89821518837499,23.330136114912484)","(46.10326396263707,27.181332898985445)","(52.616493666557496,30.75132788760062)","(58.87151469733258,33.570853471639566)","(65.11604272690553,36.37976756872646)","(71.34542585454712,38.54179425243649)","(77.79982895475045,41.34004156834585)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(2.3623388027370424,29.257065647836068)","(9.310394099046096,32.0809862557026)","(16.25844939535523,34.90490686356913)","(23.206578486210972,37.72876622837228)","(30.1551951949616,40.55234499644391)","(37.101998960590564,43.36861150395813)","(44.002121205014255,45.4014141505015)","(50.32908579338848,47.88694310173775)","(56.72463464821027,51.05824412255877)","(62.27898982747176,55.36624367649202)","(68.42143513135025,59.220227910157384)","(75.35230630249968,61.32313020235638)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(80.24684059491793,36.29273633881116)","(73.39993693021184,33.23170543299871)","(66.55303326550575,30.17067452718625)","(59.706129600799656,27.1096436213738)","(52.85922593609356,24.048612715561347)","(46.022769006152714,20.985451850517784)","(39.70087031137856,17.382026673952346)","(33.23590416791747,14.325762602493153)","(26.80635281359455,12.927097142924753)","(20.082611651010687,10.99307177163335)","(13.854813234551834,8.077274745752089)","(7.848410411146228,4.454188415504921)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"(74.8159203489483,62.55480226070024)","(67.53229314470923,60.176077124670265)","(60.23683419640883,58.200384943188574)","(52.93255662788428,56.410450540872404)","(45.62256860101841,54.70007533413206)","(38.30861259416241,53.06446223624435)","(31.10142286493829,51.9608096280122)","(24.052940437070582,51.05964655439247)","(16.949530321245852,49.490245676592)","(9.807218297259917,47.52588929015745)","(2.673115773829924,45.327832224280584)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"(6.074989784199749,44.5953710637973)","(13.574846535309673,44.60925231625439)","(21.071555769700723,44.624985356110074)","(28.537656003535563,44.65014071773814)","(35.67250787362914,44.39337914588513)","(42.630477002124174,43.49341168461096)","(49.24073765229363,42.23952075464599)","(56.055301917704114,41.880855508066404)","(62.798523576367494,41.44567167136566)","(69.24225795833553,40.785810972012506)","(76.05807689020651,41.86111506773414)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"(4.501536254074007,3.180378303417599)","(12.812892347520597,6.796297708032015)","(20.88809333397475,9.29393347880832)","(28.5964201259001,10.436617473913152)","(36.03067533677101,10.142404829068328)","(43.50750001463011,8.906531200055634)","(50.9627484299792,7.831510133161635)","(57.85976615780973,6.525001155786572)","(64.81089861881006,4.842403639571906)","(72.02558817793494,4.50582645605403)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"(4.7950976156585465,35.69024231996855)","(12.287014595417126,36.02326462561382)","(19.77889119706591,36.356076024719535)","(27.27048575857012,36.68836664493408)","(34.75938163463556,37.01566273104788)","(42.219366272457734,37.24561870986396)","(49.42440640745086,37.1248464585163)","(56.34931169942828,37.036954739710765)","(63.15510296458788,37.63699799037966)","(69.85314957834068,38.208494687059556)","(76.83022233520401,38.88868982809524)",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"(73.65478249928424,46.42665259606286)","(66.15967657460489,46.15610906971304)","(58.66469581816097,45.88532704864925)","(51.173892956497,45.61329306064668)","(44.46799801467292,45.04026547478037)","(38.44135212378324,44.5860534554534)","(32.46119873523444,43.9843810092922)","(26.40454899957648,44.786584046613314)","(19.956054713895767,47.187785829183724)","(13.455699665101147,50.37868456974021)","(6.983413792353744,53.903958169975525)",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"(2.369007254782557,1.0270601104575)","(7.73763810356315,3.1531932499607924)","(12.847605957588396,5.86201813356808)","(19.214451616659915,8.033561599297425)","(26.206460671483256,9.563162349688081)","(33.15455693114292,9.961143730546512)","(40.45897669714605,9.583999861535307)","(47.85383746657843,9.144431357760443)","(54.5697650613415,8.207392406662997)","(61.66739282453871,7.171831640151332)","(68.79742646532681,6.097526691616783)","(76.13218041988583,6.065205085287707)",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"(6.038053305045642,52.77016365415638)","(13.399564236939456,51.35055642824419)","(20.755444103091726,49.93513025078566)","(28.05624396594031,48.54008000923628)","(34.61696853969948,46.92351366993191)","(40.92885565470138,45.1219558652638)","(47.39662733665383,43.99951641082909)","(53.52931201232491,42.848194044917314)","(59.52744477033805,41.563917502218246)","(64.62923362852,40.56719063887889)","(69.40534127733314,41.01001524516214)","(75.88534861823773,41.28320383947128)",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"(74.99344698438301,27.95839328769917)","(68.16721715323678,31.0698454952688)","(61.33956371821739,34.1858947194971)","(54.889756644606166,37.84182890405238)","(48.62607358151155,41.58538927058756)","(42.37397842538491,44.503384330832645)","(35.19238122245396,46.48287687923098)","(26.510964135157167,48.37717880827678)","(18.783115376619936,51.21263946248551)","(11.961260643836384,54.23577574205116)","(5.162959586581502,57.164840044843395)",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"(2.0957178610108937,32.03579343014973)","(9.576362586514806,32.49307561764112)","(17.05364491748935,32.949251893985306)","(24.529460470764132,33.40545909231845)","(32.00609871932618,33.864791819779114)","(39.49698296150391,34.33270229845008)","(46.71162325755972,34.85113878919955)","(53.60761213622226,35.8281606569168)","(60.399850389626096,37.17099134061421)","(66.1394809182406,37.93220293769335)","(70.55805551646016,37.47684330674558)","(75.23345656958354,37.00208344438706)",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"(2.914401257439141,61.44255444774139)","(9.392175961114747,57.632344720710094)","(15.873172130897956,53.8462473480557)","(22.32385085864919,50.08276863684578)","(27.98488381020828,46.17771166618853)","(33.65777058097055,42.301890899737984)","(39.43763841467235,38.277123455461705)","(45.65681586942329,35.383910946224574)","(52.103476852703146,32.870294449410046)","(58.50876481130307,31.117039650215055)","(64.66702769839476,29.019982607411002)","(71.20675399516944,27.574013750607833)","(77.6526054198826,26.543070780327163)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"(76.99858830653454,18.034371035297)","(70.65073990005314,22.001720745354856)","(64.31295098609061,25.935717066436617)","(58.20209173275855,29.563547081306744)","(52.13429120738054,32.28539614950882)","(46.17263364636393,34.563074956458884)","(40.44007933908727,36.24385991264286)","(34.36234959383703,38.50856549802351)","(28.368861824179035,42.156421881925795)","(22.094390549978282,44.918680987461954)","(15.064954821439906,46.67000592904384)","(8.820928006563731,49.94319097600205)","(2.8329347893293875,52.855541057863)",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"(6.8350085455279945,18.74419812911847)","(14.133747912673893,20.251333601606426)","(21.511552316418957,20.622666866179493)","(28.487725422582365,21.7155934620572)","(35.37299670083761,22.124487369081294)","(42.6446130158367,21.628046959827408)","(49.64306542010838,20.894841685376182)","(56.761358590511655,20.27069161293939)","(63.79505559064299,20.584579408976165)","(70.66747199106904,21.235429817153882)","(77.58613170574874,21.715081919732437)",,,,,,,,,,,,,,,,,,,,,,
,,,,,"(1.0209612372236274,11.65058874968584)","(7.400279986347959,15.594090926134728)","(13.779353711436453,19.538362091409493)","(20.159475985980364,23.48013721336561)","(26.529984771358365,27.404070469658425)","(32.745690845247594,31.197279316690476)","(38.60635262798418,34.59160852105798)","(43.852283438183086,36.52801327594163)","(48.41161590667519,38.83959375993483)","(53.554589569448474,42.20160774621366)","(59.35460696670452,46.11891841117095)","(65.36234566362178,50.274971570999085)","(70.90720810562287,54.754368527368634)","(76.31409971596094,59.47660554351769)",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"(80.552383727769,49.46296847465854)","(73.07252698291913,50.114883999945775)","(65.5771747343874,50.888917270619274)","(58.7567240414758,50.90195095296549)","(51.836025193314576,50.86179700616667)","(44.880066653506915,52.444763779479054)","(37.78035890384996,53.79593035515052)","(30.966336357405968,54.81357929092303)","(24.092638436869823,55.33085872016804)","(17.64793517869832,55.51237496252203)","(11.025831111259503,55.4122012356991)","(5.1335573408376645,55.55645584884274)",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"(75.6135931462225,2.4514236369989715)","(68.22308159554622,5.834875233770843)","(60.79221880345762,7.940955906639293)","(53.88771209081503,9.52463662181308)","(47.613826575469815,12.043587305882834)","(40.842354283838105,13.413372586093713)","(33.982741057317796,12.598365807139078)","(27.117064461240176,11.279832195384438)","(20.091576767779358,11.294428572200466)","(13.202782758346581,12.517605506012696)","(6.305097183606014,14.252045752896992)",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"(6.16961660008101,26.944188823182312)","(13.575408681163491,26.30551051544647)","(20.85052798116339,27.01055223407929)","(28.073840221977346,27.772749410118898)","(35.27551584621581,28.685608774002382)","(42.451180400141624,28.69246965787889)","(49.11825167886114,28.23795396040243)","(55.57117979629049,27.838628614357823)","(61.98246565725451,26.505244230461244)","(67.80359993988371,25.105875635490396)","(73.09785328145624,24.431672998484327)","(77.85760499227041,24.288815251116066)",,,,,,,,,,,,,,,,,,,,,
,,,,,,"(80.25987592532684,48.51196050061035)","(72.46424979291844,47.848778073512065)","(64.0148221877366,47.82819121369683)","(56.3656334104827,46.90112403610746)","(49.47086130295642,45.62357529689885)","(43.070658000942515,45.55094116940989)","(37.68815985067966,46.86201935296265)","(33.692487855057124,48.34295936381524)","(29.367463915194424,48.505960589267154)","(24.39149244659561,48.63381168512877)","(20.32507030965261,49.95856490175731)","(16.287770153522395,50.57746645103687)","(11.396432576919892,51.21365747768543)","(6.060380202970389,51.09162629447073)",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"(1.2388053294585064,32.15780013365969)","(8.525767486462861,30.38350465746687)","(15.812381668570367,28.60927480347832)","(23.09855373094915,26.835120164771517)","(30.41975203366701,25.121926538098514)","(38.07135868082041,23.69059143263517)","(45.27060027861941,22.436572189070855)","(52.63704120142431,21.192595902592586)","(59.70919425361997,19.824908060955117)","(66.64032204447017,18.532804778132125)","(73.08449406228763,17.006282151149268)",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"(76.2297124190274,43.917836106226204)","(70.88350570636841,40.120609052796034)","(65.19655749604235,36.92280455371233)","(59.73857112393139,34.20285480669362)","(54.83336133509913,30.871605047419713)","(49.646934622843595,27.024846381725123)","(44.09961489653452,23.39780611339403)","(38.41049186947917,19.92935706637344)","(31.612978506342383,16.181967210842124)","(24.157459061846783,13.338934116467113)","(16.812527280297086,11.97597981028748)","(9.482688821394337,11.227103326549177)",,,,,,,,,,,,,,,,,,,,,
,,,,,,,"(75.5693646384273,44.388361364858504)","(69.73261822190427,43.29709464301147)","(63.413013366972095,43.0197934231994)","(56.81935075388739,43.636547099391336)","(50.6720961202334,44.912680805459864)","(44.38590402209732,46.081320681860156)","(39.065215062551225,46.428827329369604)","(35.65516569616086,46.61152837747057)","(32.02853830577122,47.899319394515445)","(27.15072126044879,50.439013640991355)","(22.368823808916677,53.01580887914313)","(17.122541286013305,55.54899182560936)","(11.203885181308216,57.188336158171815)","(5.656006861694195,58.02194992634166)",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"(80.85048682370052,32.882031338761905)","(73.32834296562703,32.39973818664388)","(65.4263599643846,31.671584393455518)","(57.95845373708265,30.39670182030383)","(51.02484072287692,28.59334977666171)","(44.28403592332189,26.863317438451162)","(37.82068565550135,25.737855543882556)","(31.779580258728394,25.172651974889774)","(25.29776151613968,25.985014668621215)","(17.98780783586241,27.703274976059586)","(10.876423929063712,29.38299253238131)","(3.941326099392545,31.22570921989653)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,"(74.94654804442894,12.48643091193605)","(66.87632311626841,12.349223941504775)","(59.16952370766923,12.972612633757695)","(51.58407267542203,13.356012290982866)","(44.04236978670024,13.463656073077647)","(36.53353790650054,13.583248776443872)","(29.333760520087253,14.18969666044094)","(22.277802915358112,14.482801897237746)","(14.85042051242744,14.209460806281939)","(7.458616172448124,14.090390929376802)",,,,,,,,,,,,,,,,,,,
,,,,,,,"(80.1405043758745,19.264055213413464)","(73.54566007481345,22.793870549553773)","(66.96973905792566,26.316377278741786)","(60.45622564877868,29.6364922815976)","(53.96834013572695,32.56027977179536)","(47.69200064071154,34.63007782728237)","(41.61949411645419,36.08045721653349)","(35.55024185690804,38.57364902518945)","(29.575888664987133,41.6665912130054)","(23.546932446829842,44.503643016125345)","(18.10133831710898,46.318778472356065)","(13.432895070703148,46.48306826035787)","(9.990700959084558,46.162379100923935)","(7.419820840928796,47.219966183245845)","(4.513199797004622,49.56784132019776)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,"(80.40664645724668,0.41000305398415987)","(73.81108822898801,5.075068765838666)","(67.19066465924459,9.41603474523418)","(60.70745430158198,13.4319601245548)","(54.2268034088078,17.18858232520715)","(47.82248631729929,19.295593435699075)","(41.528426271017096,20.151328060940145)","(35.37446174904489,19.945416325667182)","(28.772642852738407,19.210168810585987)","(22.26630536315865,19.733975053541958)","(15.996308026326867,21.277996122615583)","(10.425884008355952,23.92586881083918)","(6.0081822134050835,25.55611942473645)","(3.1312842984366225,28.222403423098047)",,,,,,,,,,,,,,,,,,
,,,,,,,,,"(2.1007112002937838,2.431166878022622)","(8.472980173414816,7.275600765216285)","(14.41529518728588,11.708979509494224)","(20.20565852465325,16.453148524028848)","(26.380343114713302,20.453491326598865)","(31.47039040915292,23.26905115200937)","(36.133273247883885,26.401889103826733)","(40.91389119618788,30.433519747993138)","(46.204327648326924,34.343320994205385)","(51.67163000841758,37.08167648809459)","(56.98118128493135,39.878972209226994)","(62.250648981166464,43.09236576604202)","(68.43682824680555,46.4242415942599)","(75.13401163894979,49.37473681649519)",,,,,,,,,,,,,,,,,,
,,,,,,,,,"(79.2854903020777,41.086196524491655)","(71.95064135180482,41.73743571116917)","(65.02244372694592,43.1108386883492)","(58.802196832749516,45.81334678754148)","(52.205493756571464,48.42799750745915)","(45.05371108529034,49.394424070209794)","(37.872148261621504,49.624569294970925)","(32.32800081651777,49.974055058559124)","(28.903019063924994,49.955024520658625)","(26.564223682555564,50.34541423144104)","(22.39279752204658,50.655154515729905)","(16.425910406816524,50.187867293673094)","(10.588163188614088,48.67895946171804)","(5.424258086463956,46.770338016076956)",,,,,,,,,,,,,,,,,,
,,,,,,,,,,"(75.80405057354633,26.324978667720963)","(68.374134945885,25.24187101433676)","(60.94157186853938,24.1515274741762)","(53.709622318665964,22.94252920364962)","(47.68471641152149,22.03245418606267)","(42.14039450690614,21.986632953212855)","(37.057834917825865,22.731640127280443)","(32.33755325525962,23.374282325055272)","(28.12879481477748,22.51528072850499)","(24.93810913614327,21.3619136921725)","(20.470180945354528,20.72899252962127)","(14.384623545200427,19.42376567880538)","(8.370431795624638,18.024388425291555)",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,"(79.11781579324683,15.209566269846382)","(73.00540460092624,15.578762655740764)","(66.9922720253415,15.887622946668616)","(60.259317335376025,15.648064363266936)","(53.47821914051459,14.424350396105876)","(46.3211113694224,13.270552502646709)","(39.00221492560118,12.52188393889294)","(32.035329216181765,12.66840112328931)","(25.004254591574472,12.240441056944633)","(17.669178381911777,11.701576067920314)","(10.33665440303999,10.887963424104207)","(3.409820382957838,10.308533257568126)",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,"(1.1834714891216518,29.84969141209462)","(8.473623496324567,28.745375378044603)","(15.067927575184871,28.023549488131472)","(21.21819356438378,27.24329845737064)","(27.794242862840044,26.133155982019765)","(34.04805330683739,25.09036551943492)","(40.74677304669684,24.32404244324273)","(47.62701366027703,23.305265530005563)","(54.50161148822865,22.939841524916737)","(60.97593139212371,21.223908470909972)","(67.38678927781716,18.402070011487197)","(74.05253642873494,16.863851511488527)",,,,,,,,,,,,,,,,,
